road_segment_name_cbs,road_segment_name,road_segment_id,road,segment,provider_code,2020_cbs,2020_anyway,2021_cbs,2021_anyway,2022_cbs,2022_anyway,junctions_ids_in_segment,junctions_names_in_segment,road_names_matches,2020_match,2021_match,2022_match,all_match,diff_anyway_cbs
צומת חנניה - צומת מירון,צומת חנניה - צומת מירון,8660010.0,866,10,1,6.0,6,9.0,9,8.0,8,"[1161, 1471, 2339, 2341, 2343, 2345, 2347, 2349]","['צומת חנניה', 'צומת מירון', 'כניסה לעין אל-אסד', 'כניסה לפרוד', 'כניסה לאמירים', 'כניסה לשפר', 'כניסה לכפר שמאי', 'כניסה למירון']",True,True,True,True,True,0.0
צומת חנניה - צומת מירון,צומת חנניה - צומת מירון,8660010.0,866,10,3,11.0,11,17.0,17,11.0,11,"[1161, 1471, 2339, 2341, 2343, 2345, 2347, 2349]","['צומת חנניה', 'צומת מירון', 'כניסה לעין אל-אסד', 'כניסה לפרוד', 'כניסה לאמירים', 'כניסה לשפר', 'כניסה לכפר שמאי', 'כניסה למירון']",True,True,True,True,True,0.0
צומת מעלה גמלא - צומת דליות,צומת מעלה גמלא - צומת דליות,8690710.0,869,710,1,0.0,0,0.0,0,1.0,1,"[1675, 2329, 9403, 9404]","['צומת מעלה גמלא', 'צומת דליות', 'כניסה למעלה גמלא', 'כניסה לכנף']",True,True,True,True,True,0.0
צומת מעלה גמלא - צומת דליות,צומת מעלה גמלא - צומת דליות,8690710.0,869,710,3,4.0,4,3.0,3,3.0,3,"[1675, 2329, 9403, 9404]","['צומת מעלה גמלא', 'צומת דליות', 'כניסה למעלה גמלא', 'כניסה לכנף']",True,True,True,True,True,0.0
צומת עין זיתים - צומת רמות נפתלי,צומת עין זיתים - צומת רמות נפתלי,8860002.0,886,2,1,3.0,3,14.0,14,10.0,10,"[1473, 2361, 2363, 2365, 2367, 2369, 3538, 3847, 9433, 9883]","['צומת עין זיתים', 'כניסה לדלתון', 'כניסה לכרם בן זמרה', 'צומת ריחאנייה', 'כניסה לעלמה', 'כניסה לדישון', 'כניסה ליער עין זיתים', 'צומת', 'צומת לדלתון', 'כניסנ לפארק תעשיות דלתון']",True,True,True,True,True,0.0
צומת עין זיתים - צומת רמות נפתלי,צומת עין זיתים - צומת רמות נפתלי,8860002.0,886,2,3,6.0,6,6.0,6,4.0,4,"[1473, 2361, 2363, 2365, 2367, 2369, 3538, 3847, 9433, 9883]","['צומת עין זיתים', 'כניסה לדלתון', 'כניסה לכרם בן זמרה', 'צומת ריחאנייה', 'כניסה לעלמה', 'כניסה לדישון', 'כניסה ליער עין זיתים', 'צומת', 'צומת לדלתון', 'כניסנ לפארק תעשיות דלתון']",True,True,True,True,True,0.0
צומת רמות נפתלי - צומת מצודת ישע,צומת רמות נפתלי - צומת מצודת ישע,8860010.0,886,10,3,0.0,0,0.0,0,2.0,2,"[2371, 3848]","['צומת רמות נפתלי', 'כניסה לרמות נפתלי (צפון)']",True,True,True,True,True,0.0
צומת מצודת ישע - כניסה למשגב עם,צומת מצודת ישע - כניסה למשגב עם,8860020.0,886,20,1,0.0,0,1.0,1,0.0,0,"[2375, 2377, 2379, 2381, 2383, 2385, 2387, 3427, 3641]","['צומת מצודת ישע', 'צומת ישע', 'כניסה ליפתח', 'כניסה למנרה', 'כניסה למרגליות', 'צומת משגב עם', 'כניסה למשגב עם', 'כניסה לאזור תעשייה', 'כניסה לנטפים']",True,True,True,True,True,0.0
צומת מצודת ישע - כניסה למשגב עם,צומת מצודת ישע - כניסה למשגב עם,8860020.0,886,20,3,1.0,1,1.0,1,2.0,2,"[2375, 2377, 2379, 2381, 2383, 2385, 2387, 3427, 3641]","['צומת מצודת ישע', 'צומת ישע', 'כניסה ליפתח', 'כניסה למנרה', 'כניסה למרגליות', 'צומת משגב עם', 'כניסה למשגב עם', 'כניסה לאזור תעשייה', 'כניסה לנטפים']",True,True,True,True,True,0.0
צומת בית צידה - צומת בית המכס,צומת בית צידה - צומת בית המכס,8880710.0,888,710,1,5.0,5,4.0,4,5.0,5,"[1419, 1653, 3652, 3669, 3849, 3970, 9882]","['צומת בית צידה', 'צומת בית המכס', 'כניסה לסנבר', 'כניסה לפארק הירדן', 'צומת', 'צומת', 'כניסה לחד נס']",True,True,True,True,True,0.0
צומת בית צידה - צומת בית המכס,צומת בית צידה - צומת בית המכס,8880710.0,888,710,3,1.0,1,3.0,3,2.0,2,"[1419, 1653, 3652, 3669, 3849, 3970, 9882]","['צומת בית צידה', 'צומת בית המכס', 'כניסה לסנבר', 'כניסה לפארק הירדן', 'צומת', 'צומת', 'כניסה לחד נס']",True,True,True,True,True,0.0
צומת בצת - צומת שלומי,צומת בצת - צומת שלומי,8990010.0,899,10,1,4.0,4,1.0,1,3.0,3,"[475, 2389, 2395, 3851, 11451]","['צומת בצת', 'כניסה לבצת', 'כניסה לבצת (מזרח)', 'צומת', 'כניסה לאזור תעשייה דורה']",True,True,True,True,True,0.0
צומת בצת - צומת שלומי,צומת בצת - צומת שלומי,8990010.0,899,10,3,7.0,7,2.0,2,6.0,6,"[475, 2389, 2395, 3851, 11451]","['צומת בצת', 'כניסה לבצת', 'כניסה לבצת (מזרח)', 'צומת', 'כניסה לאזור תעשייה דורה']",True,True,True,True,True,0.0
צומת שלומי - צומת אדמית,צומת שלומי - צומת אדמית,8990016.0,899,16,1,1.0,1,1.0,1,2.0,2,"[1255, 1257, 10060]","['כניסה לשלומי', 'צומת חניתה', 'צומת שלומי']",True,True,True,True,True,0.0
צומת שלומי - צומת אדמית,צומת שלומי - צומת אדמית,8990016.0,899,16,3,3.0,3,4.0,4,4.0,4,"[1255, 1257, 10060]","['כניסה לשלומי', 'צומת חניתה', 'צומת שלומי']",True,True,True,True,True,0.0
צומת אדמית - צומת חירם,צומת אדמית - צומת חירם,8990020.0,899,20,1,6.0,6,8.0,8,10.0,10,"[2397, 2399, 2400, 2401, 2411, 2744, 3029, 3483, 3488, 3502, 4073, 11258]","['צומת אדמית', 'כניסה ליערה', 'כניסה לאילון', 'כניסה לשומרה', 'צומת בירנית', 'צומת אבן מנחם', 'כניסה ליער גורן', 'כניסה לגורן', 'כניסה לגורנות הגליל', 'כניסה להר מתת', 'צומת הר בירנית', 'כניסה לנטועה']",True,True,True,True,True,0.0
צומת אדמית - צומת חירם,צומת אדמית - צומת חירם,8990020.0,899,20,3,7.0,7,6.0,6,13.0,13,"[2397, 2399, 2400, 2401, 2411, 2744, 3029, 3483, 3488, 3502, 4073, 11258]","['צומת אדמית', 'כניסה ליערה', 'כניסה לאילון', 'כניסה לשומרה', 'צומת בירנית', 'צומת אבן מנחם', 'כניסה ליער גורן', 'כניסה לגורן', 'כניסה לגורנות הגליל', 'כניסה להר מתת', 'צומת הר בירנית', 'כניסה לנטועה']",True,True,True,True,True,0.0
צומת חירם (דובב) - צומת אביבים (דרום),צומת חירם (דובב) - צומת אביבים (דרום),8990030.0,899,30,1,1.0,1,2.0,2,1.0,1,"[1463, 2415, 2755]","['צומת חירם', 'צומת מבצר ברעם', 'כניסה לברעם (דרום)']",True,True,True,True,True,0.0
צומת חירם (דובב) - צומת אביבים (דרום),צומת חירם (דובב) - צומת אביבים (דרום),8990030.0,899,30,3,2.0,2,0.0,0,2.0,2,"[1463, 2415, 2755]","['צומת חירם', 'צומת מבצר ברעם', 'כניסה לברעם (דרום)']",True,True,True,True,True,0.0
צומת אביבים (דרום) - צומת מצודת ישע,צומת אביבים (דרום) - צומת מצודת ישע,8990036.0,899,36,1,3.0,3,0.0,0,2.0,2,"[2377, 2751, 2753, 4213, 10259, 10343, 11264, 12491, 12493]","['צומת ישע', 'צומת אביבים (דרום)', 'כניסה ליראון (מזרח)', 'כניסה למלכייה צפון', 'צומת מלכייה מזרח', 'כניסה לאביבים', 'ניסה למלכיה דרום', 'כניסה למלכיה', 'כניסה ליראון']",True,True,True,True,True,0.0
צומת אביבים (דרום) - צומת מצודת ישע,צומת אביבים (דרום) - צומת מצודת ישע,8990036.0,899,36,3,6.0,6,2.0,2,0.0,0,"[2377, 2751, 2753, 4213, 10259, 10343, 11264, 12491, 12493]","['צומת ישע', 'צומת אביבים (דרום)', 'כניסה ליראון (מזרח)', 'כניסה למלכייה צפון', 'צומת מלכייה מזרח', 'כניסה לאביבים', 'ניסה למלכיה דרום', 'כניסה למלכיה', 'כניסה ליראון']",True,True,True,True,True,0.0
"צומת מצודת ישע - צומת כ""ח","צומת מצודת ישע - צומת כ""ח",8990040.0,899,40,1,2.0,2,4.0,4,2.0,2,"[1629, 2375, 3570, 12490]","['צומת כ""ח', 'צומת מצודת ישע', 'כניסה למבוא חרמון', 'כניסה למו""א מבואות חרמון']",True,True,True,True,True,0.0
"צומת מצודת ישע - צומת כ""ח","צומת מצודת ישע - צומת כ""ח",8990040.0,899,40,3,2.0,2,2.0,2,3.0,3,"[1629, 2375, 3570, 12490]","['צומת כ""ח', 'צומת מצודת ישע', 'כניסה למבוא חרמון', 'כניסה למו""א מבואות חרמון']",True,True,True,True,True,0.0
צומת לגדות - צומת גונן,צומת לגדות - צומת גונן,9180010.0,918,10,1,1.0,1,5.0,3,3.0,3,"[1651, 10579]","['צומת גדות', 'צומת לגדות']",True,True,False,True,False,-2.0
צומת לגדות - צומת גונן,צומת לגדות - צומת גונן,9180010.0,918,10,3,8.0,7,2.0,2,5.0,5,"[1651, 10579]","['צומת גדות', 'צומת לגדות']",True,False,True,True,False,-1.0
צומת גונן - צומת להבות הבשן,צומת גונן - צומת להבות הבשן,9180020.0,918,20,3,2.0,2,1.0,1,2.0,2,"[2429, 2431, 2433]","['צומת גונן', 'כניסה לגונן', 'כניסה ללהבות הבשן']",True,True,True,True,True,0.0
צומת להבות הבשן - צומת שמורת נחל רחום,צומת להבות הבשן - צומת שמורת נחל רחום,9180028.0,918,28,1,0.0,0,2.0,2,2.0,2,"[2435, 2437]","['צומת להבות הבשן', 'צומת שמיר']",True,True,True,True,True,0.0
צומת להבות הבשן - צומת שמורת נחל רחום,צומת להבות הבשן - צומת שמורת נחל רחום,9180028.0,918,28,3,1.0,1,1.0,1,2.0,2,"[2435, 2437]","['צומת להבות הבשן', 'צומת שמיר']",True,True,True,True,True,0.0
צומת שמורת נחל רחום - צומת חורשת טל,צומת שמורת נחל רחום - צומת חורשת טל,9180030.0,918,30,1,5.0,5,7.0,7,9.0,9,"[1733, 3556, 3701, 4072]","['צומת חורשת טל', 'כניסה לכפר סאלד', 'כניסה לשאר ישוב (דרום)', 'צומת שמורת נחל רחום']",True,True,True,True,True,0.0
צומת שמורת נחל רחום - צומת חורשת טל,צומת שמורת נחל רחום - צומת חורשת טל,9180030.0,918,30,3,6.0,6,4.0,4,4.0,4,"[1733, 3556, 3701, 4072]","['צומת חורשת טל', 'כניסה לכפר סאלד', 'כניסה לשאר ישוב (דרום)', 'צומת שמורת נחל רחום']",True,True,True,True,True,0.0
,,,918,999,3,0.0,,0.0,,1.0,,,,False,False,False,False,False,-1.0
צומת גונן - צומת בראון,צומת גונן - צומת בראון,9590710.0,959,710,1,4.0,4,3.0,3,2.0,2,"[1707, 2429, 2443, 2445, 2447, 3914, 11245, 11247]","['צומת בראון', 'צומת גונן', 'מפגש עם קו צינור הנפט', 'צומת האמיר', 'צומת בנטל', 'צומת פורן', 'כניסה לקלע', 'כניסה לרמת טראמפ']",True,True,True,True,True,0.0
צומת גונן - צומת בראון,צומת גונן - צומת בראון,9590710.0,959,710,3,1.0,1,7.0,7,4.0,4,"[1707, 2429, 2443, 2445, 2447, 3914, 11245, 11247]","['צומת בראון', 'צומת גונן', 'מפגש עם קו צינור הנפט', 'צומת האמיר', 'צומת בנטל', 'צומת פורן', 'כניסה לקלע', 'כניסה לרמת טראמפ']",True,True,True,True,True,0.0
צומת גומא - צומת להבות הבשן,צומת גומא - צומת להבות הבשן,9770010.0,977,10,1,2.0,2,5.0,5,1.0,1,"[1631, 2435, 2449, 2451, 4097]","['צומת גומא', 'צומת להבות הבשן', 'צומת כפר בלום', 'כניסה לנאות מרדכי', 'כניסה לתחנת דלק גומא']",True,True,True,True,True,0.0
צומת גומא - צומת להבות הבשן,צומת גומא - צומת להבות הבשן,9770010.0,977,10,3,6.0,6,4.0,4,5.0,5,"[1631, 2435, 2449, 2451, 4097]","['צומת גומא', 'צומת להבות הבשן', 'צומת כפר בלום', 'כניסה לנאות מרדכי', 'כניסה לתחנת דלק גומא']",True,True,True,True,True,0.0
צומת השריון - צומת האמיר,צומת השריון - צומת האמיר,9780710.0,978,710,1,2.0,2,3.0,3,1.0,1,"[1659, 2453, 3717]","['צומת השריון', 'כניסה לתל שיבן', 'כניסה לשעל']",True,True,True,True,True,0.0
צומת השריון - צומת האמיר,צומת השריון - צומת האמיר,9780710.0,978,710,3,0.0,0,6.0,6,2.0,2,"[1659, 2453, 3717]","['צומת השריון', 'כניסה לתל שיבן', 'כניסה לשעל']",True,True,True,True,True,0.0
צומת האמיר - צומת יער אודם,צומת האמיר - צומת יער אודם,9780720.0,978,720,1,3.0,3,3.0,3,0.0,0,"[1711, 2445, 2455, 3496, 3680, 3852]","['צומת יער אודם', 'צומת האמיר', 'צומת גוב-געש', 'כניסה להר אודם', 'כניסה למחנה קלע', 'צומת']",True,True,True,True,True,0.0
צומת האמיר - צומת יער אודם,צומת האמיר - צומת יער אודם,9780720.0,978,720,3,2.0,2,11.0,11,5.0,5,"[1711, 2445, 2455, 3496, 3680, 3852]","['צומת יער אודם', 'צומת האמיר', 'צומת גוב-געש', 'כניסה להר אודם', 'כניסה למחנה קלע', 'צומת']",True,True,True,True,True,0.0
,,,978,999,3,1.0,,0.0,,0.0,,,,False,False,False,False,False,-1.0
צומת מפל סער - צומת מג`דל שמס,צומת מפל סער - צומת מג`דל שמס,9890710.0,989,710,1,0.0,0,2.0,2,3.0,3,"[1718, 1719, 1721, 1747, 2457, 11242]","['כניסה לנווה אטי""ב', 'צומת נווה אטי""ב', 'צומת מג`דל שמס', 'צומת מפל סער', 'כניסה לקלעת נמרוד', 'כניסה לעין קינייא צפון']",True,True,True,True,True,0.0
צומת מפל סער - צומת מג`דל שמס,צומת מפל סער - צומת מג`דל שמס,9890710.0,989,710,3,4.0,4,8.0,8,15.0,15,"[1718, 1719, 1721, 1747, 2457, 11242]","['כניסה לנווה אטי""ב', 'צומת נווה אטי""ב', 'צומת מג`דל שמס', 'צומת מפל סער', 'כניסה לקלעת נמרוד', 'כניסה לעין קינייא צפון']",True,True,True,True,True,0.0
כניסה לעגר - צומת רכבל חרמון,כניסה לעגר - צומת רכבל חרמון,9990710.0,999,710,3,1.0,1,2.0,2,0.0,0,"[1723, 11185]","['צומת רכבל חרמון', 'כניסה לעגר']",True,True,True,True,True,0.0
כניסה לאזור תעשייה שחורת - כניסה לאילת רח הסוללים,כניסה לאזור תעשייה שחורת - כניסה לאילת רח הסוללים,10930010.0,1093,10,1,0.0,0,1.0,1,1.0,1,"[10956, 11452]","['כניסה לאילת רח הסוללים', 'כניסה לאזור תעשייה שחורת']",True,True,True,True,True,0.0
שער יישוב באר אורה - כניסה לבאר אורה,שער יישוב באר אורה - כניסה לבאר אורה,10950010.0,1095,10,1,1.0,1,0.0,0,0.0,0,"[1491, 9437]","['כניסה לבאר אורה', 'שער יישוב באר אורה']",True,True,True,True,True,0.0
שער יישוב באר אורה - כניסה לבאר אורה,שער יישוב באר אורה - כניסה לבאר אורה,10950010.0,1095,10,3,0.0,0,0.0,0,1.0,1,"[1491, 9437]","['כניסה לבאר אורה', 'שער יישוב באר אורה']",True,True,True,True,True,0.0
שער יישוב שחרות - כניסה לשחרות,שער יישוב שחרות - כניסה לשחרות,11010010.0,1101,10,3,0.0,0,1.0,1,0.0,0,"[10093, 10213]","['כניסה לשחרות', 'שער יישוב שחרות']",True,True,True,True,True,0.0
כניסה לעין יהב - שער יישוב עין יהב,כניסה לעין יהב - שער יישוב עין יהב,13100010.0,1310,10,3,0.0,0,0.0,0,2.0,2,"[1513, 10920]","['כניסה לעין יהב', 'שער יישוב עין יהב']",True,True,True,True,True,0.0
כניסה לשדה בוקר (צפון) - שער יישוב שדה בוקר,כניסה לשדה בוקר (צפון) - שער יישוב שדה בוקר,20440010.0,2044,10,1,0.0,0,0.0,0,1.0,1,"[3704, 10493]","['כניסה לשדה בוקר (צפון)', 'שער יישוב שדה בוקר']",True,True,True,True,True,0.0
צומת כמהין - כניסה לבאר מילכה,צומת כמהין - כניסה לבאר מילכה,21140010.0,2114,10,3,0.0,0,0.0,0,1.0,1,"[10181, 10190, 10924]","['צומת כמהין', 'כניסה לבאר מילכה', 'כניסה לכמהין']",True,True,True,True,True,0.0
צומת אבשלום - כניסה לבני נצרים,צומת אבשלום - כניסה לבני נצרים,22110010.0,2211,10,1,0.0,0,1.0,1,1.0,1,"[3494, 3511, 3537, 3541, 9803, 10183, 10184, 10185, 10756, 12456]","['כניסה לדקל', 'צומת אבשלום', 'כניסה לשדי אברהם', 'כניסה ליתד', 'צומת יתד', 'כניסה לאבשלום', 'כניסה לנווה', 'כניסה לשלומית דרום', 'כניסה לבני נצרים', 'כניסה לשלומית']",True,True,True,True,True,0.0
צומת אבשלום - כניסה לבני נצרים,צומת אבשלום - כניסה לבני נצרים,22110010.0,2211,10,3,0.0,0,0.0,0,3.0,3,"[3494, 3511, 3537, 3541, 9803, 10183, 10184, 10185, 10756, 12456]","['כניסה לדקל', 'צומת אבשלום', 'כניסה לשדי אברהם', 'כניסה ליתד', 'צומת יתד', 'כניסה לאבשלום', 'כניסה לנווה', 'כניסה לשלומית דרום', 'כניסה לבני נצרים', 'כניסה לשלומית']",True,True,True,True,True,0.0
כניסה לביר הדאג - כניסה למחצבה,כניסה לביר הדאג - כניסה למחצבה,22290010.0,2229,10,1,0.0,0,0.0,0,1.0,1,"[3582, 10200]","['כניסה למחצבה', 'כניסה לביר הדאג']",True,True,True,True,True,0.0
כניסה לכרם שלום - שער יישוב כרם שלום,כניסה לכרם שלום - שער יישוב כרם שלום,22340010.0,2234,10,3,1.0,1,1.0,0,0.0,0,"[1771, 11062]","['כניסה לכרם שלום', 'שער יישוב כרם שלום']",True,True,False,True,False,-1.0
כניסה לרמת בקע - כניסה למחצבת רמת בקע,כניסה לרמת בקע - כניסה למחצבת רמת בקע,22410010.0,2241,10,1,0.0,0,0.0,0,1.0,1,"[3697, 11469]","['כניסה לרמת בקע', 'כניסה למחצבת רמת בקע']",True,True,True,True,True,0.0
כניסה לרמת בקע - כניסה למחצבת רמת בקע,כניסה לרמת בקע - כניסה למחצבת רמת בקע,22410010.0,2241,10,3,1.0,1,1.0,1,0.0,0,"[3697, 11469]","['כניסה לרמת בקע', 'כניסה למחצבת רמת בקע']",True,True,True,True,True,0.0
צומת צוחר (מבטחים) - כניסה לאוהד,צומת צוחר (מבטחים) - כניסה לאוהד,23100010.0,2310,10,1,2.0,2,0.0,0,3.0,3,"[1775, 2461, 2463, 3469]","['צומת צוחר (מבטחים)', 'כניסה לישע', 'כניסה למבטחים-עמיעוז', 'כניסה לבית ספר']",True,True,True,True,True,0.0
צומת צוחר (מבטחים) - כניסה לאוהד,צומת צוחר (מבטחים) - כניסה לאוהד,23100010.0,2310,10,3,0.0,0,0.0,0,1.0,1,"[1775, 2461, 2463, 3469]","['צומת צוחר (מבטחים)', 'כניסה לישע', 'כניסה למבטחים-עמיעוז', 'כניסה לבית ספר']",True,True,True,True,True,0.0
שער יישוב בארי - כניסה לבארי,שער יישוב בארי - כניסה לבארי,23210010.0,2321,10,3,0.0,0,1.0,1,0.0,0,"[1785, 11470]","['כניסה לבארי', 'שער יישוב בארי']",True,True,True,True,True,0.0
שער יישוב כפר עזה - כניסה לכפר עזה,שער יישוב כפר עזה - כניסה לכפר עזה,23220010.0,2322,10,3,1.0,1,0.0,0,1.0,1,"[1789, 11471]","['כניסה לכפר עזה', 'שער יישוב כפר עזה']",True,True,True,True,True,0.0
כניסה לאורים - כניסה למחנה אורים,כניסה לאורים - כניסה למחנה אורים,23330010.0,2333,10,1,0.0,0,2.0,2,1.0,1,"[1809, 11474]","['כניסה לאורים', 'כניסה למחנה אורים']",True,True,True,True,True,0.0
כניסה לאורים - כניסה למחנה אורים,כניסה לאורים - כניסה למחנה אורים,23330010.0,2333,10,3,0.0,0,0.0,0,1.0,1,"[1809, 11474]","['כניסה לאורים', 'כניסה למחנה אורים']",True,True,True,True,True,0.0
כניסה לאופקים (דרום( - כניסה לאופקים,כניסה לאופקים (דרום( - כניסה לאופקים,23350010.0,2335,10,1,0.0,0,0.0,0,1.0,1,"[1823, 10857, 11475, 12306]","['כניסה לאופקים', 'כניסה לאופקים (דרום(', 'כניסה לאופקים דרך הבשמים', 'כניסה לאופקים רח דרך ישרים']",True,True,True,True,True,0.0
כניסה לאופקים (דרום( - כניסה לאופקים,כניסה לאופקים (דרום( - כניסה לאופקים,23350010.0,2335,10,3,0.0,0,1.0,1,0.0,0,"[1823, 10857, 11475, 12306]","['כניסה לאופקים', 'כניסה לאופקים (דרום(', 'כניסה לאופקים דרך הבשמים', 'כניסה לאופקים רח דרך ישרים']",True,True,True,True,True,0.0
שער יישוב אורים - כניסה לאורים,שער יישוב אורים - כניסה לאורים,23410010.0,2341,10,1,0.0,0,2.0,2,1.0,1,"[1809, 10489]","['כניסה לאורים', 'שער יישוב אורים']",True,True,True,True,True,0.0
צומת חצרים - שער יישוב חצרים,צומת חצרים - שער יישוב חצרים,23570010.0,2357,10,1,1.0,1,0.0,0,0.0,0,"[505, 1807, 3813, 3814, 10875, 11477]","['צומת חצרים', 'כניסה לחצרים', 'כניסה למצבור דלק', 'צומת', 'שער יישוב חצרים', 'כניסה לבאר שבע דרך אילן רמון']",True,True,True,True,True,0.0
צומת חצרים - שער יישוב חצרים,צומת חצרים - שער יישוב חצרים,23570010.0,2357,10,3,3.0,3,2.0,2,3.0,3,"[505, 1807, 3813, 3814, 10875, 11477]","['צומת חצרים', 'כניסה לחצרים', 'כניסה למצבור דלק', 'צומת', 'שער יישוב חצרים', 'כניסה לבאר שבע דרך אילן רמון']",True,True,True,True,True,0.0
,,,2357,999,3,1.0,,0.0,,0.0,,,,False,False,False,False,False,-1.0
כניסה לחצרים - שער יישוב קיבוץ חצרים,כניסה לחצרים - שער יישוב קיבוץ חצרים,23580010.0,2358,10,3,0.0,0,0.0,0,1.0,1,"[1807, 11931]","['כניסה לחצרים', 'שער יישוב קיבוץ חצרים']",True,True,True,True,True,0.0
צומת מעון - צומת כיסופים,צומת מעון - צומת כיסופים,24100010.0,2410,10,1,1.0,1,3.0,3,0.0,0,"[1779, 12019, 1829, 1831, 1833, 1835, 1837]","['צומת מעון', 'כניסה למגן', 'כניסה לניר עוז', 'כניסה לנירים', 'כניסה לעין השלושה', 'צומת כיסופים', 'צומת ניר עוז']",True,True,True,True,True,0.0
צומת מעון - צומת כיסופים,צומת מעון - צומת כיסופים,24100010.0,2410,10,3,3.0,3,1.0,1,3.0,3,"[1779, 12019, 1829, 1831, 1833, 1835, 1837]","['צומת מעון', 'כניסה למגן', 'כניסה לניר עוז', 'כניסה לנירים', 'כניסה לעין השלושה', 'צומת כיסופים', 'צומת ניר עוז']",True,True,True,True,True,0.0
צומת אופקים - שער יישוב מסלול,צומת אופקים - שער יישוב מסלול,24140010.0,2414,10,1,1.0,1,3.0,3,3.0,3,"[1819, 2465, 2467, 11478]","['צומת אופקים', 'כניסה לפדויים (מערב)', 'כניסה למסלול (מזרח)', 'שער יישוב מסלול']",True,True,True,True,True,0.0
צומת אופקים - שער יישוב מסלול,צומת אופקים - שער יישוב מסלול,24140010.0,2414,10,3,1.0,1,4.0,4,3.0,3,"[1819, 2465, 2467, 11478]","['צומת אופקים', 'כניסה לפדויים (מערב)', 'כניסה למסלול (מזרח)', 'שער יישוב מסלול']",True,True,True,True,True,0.0
שער יישוב בטחה - כניסה לבטחה,שער יישוב בטחה - כניסה לבטחה,24160010.0,2416,10,1,1.0,1,0.0,0,2.0,2,"[1825, 11479]","['כניסה לבטחה', 'שער יישוב בטחה']",True,True,True,True,True,0.0
שער יישוב בטחה - כניסה לבטחה,שער יישוב בטחה - כניסה לבטחה,24160010.0,2416,10,3,0.0,0,0.0,0,1.0,1,"[1825, 11479]","['כניסה לבטחה', 'שער יישוב בטחה']",True,True,True,True,True,0.0
כניסה לשובה - שער יישוב שובה,כניסה לשובה - שער יישוב שובה,24200010.0,2420,10,3,0.0,0,3.0,3,0.0,0,"[535, 11480]","['כניסה לשובה', 'שער יישוב שובה']",True,True,True,True,True,0.0
צומת שוקדה - כניסה לשוקדה,צומת שוקדה - כניסה לשוקדה,24220010.0,2422,10,1,1.0,1,0.0,0,1.0,1,"[533, 2466, 2468, 9171]","['צומת שוקדה', 'כניסה לזמרת', 'כניסה לכפר מימון', 'כניסה לשוקדה']",True,True,True,True,True,0.0
צומת שוקדה - כניסה לשוקדה,צומת שוקדה - כניסה לשוקדה,24220010.0,2422,10,3,0.0,0,3.0,2,1.0,1,"[533, 2466, 2468, 9171]","['צומת שוקדה', 'כניסה לזמרת', 'כניסה לכפר מימון', 'כניסה לשוקדה']",True,True,False,True,False,-1.0
שער יישוב כיסופים - כניסה לכיסופים,שער יישוב כיסופים - כניסה לכיסופים,24240010.0,2424,10,3,0.0,0,0.0,0,1.0,1,"[11481, 11482]","['שער יישוב כיסופים', 'כניסה לכיסופים']",True,True,True,True,True,0.0
צומת שרשרת - כניסה לשיבולים (דרום),צומת שרשרת - כניסה לשיבולים (דרום),24440010.0,2444,10,1,2.0,2,2.0,2,0.0,0,"[523, 2469, 2471, 2473, 4137, 9170, 10496, 10535]","['צומת שרשרת', 'כניסה לנתיבות רח סמלו יוסף', 'כניסה לשרשרת (דרום)', 'כניסה לגבעולים', 'כניסה למעגלים', 'כניסה לשיבולים (דרום)', 'כניסה לשרשרת', 'כניסה לנתיבות (דרום)']",True,True,True,True,True,0.0
צומת שרשרת - כניסה לשיבולים (דרום),צומת שרשרת - כניסה לשיבולים (דרום),24440010.0,2444,10,3,5.0,5,3.0,3,6.0,6,"[523, 2469, 2471, 2473, 4137, 9170, 10496, 10535]","['צומת שרשרת', 'כניסה לנתיבות רח סמלו יוסף', 'כניסה לשרשרת (דרום)', 'כניסה לגבעולים', 'כניסה למעגלים', 'כניסה לשיבולים (דרום)', 'כניסה לשרשרת', 'כניסה לנתיבות (דרום)']",True,True,True,True,True,0.0
צומת שיבולים - כניסה לשרשרת (מזרח),צומת שיבולים - כניסה לשרשרת (מזרח),24460010.0,2446,10,3,0.0,0,0.0,0,1.0,1,"[11065, 11066]","['צומת שיבולים', 'כניסה לשרשרת (מזרח)']",True,True,True,True,True,0.0
צומת נאות הכיכר - כניסה לנאות הכיכר,צומת נאות הכיכר - כניסה לנאות הכיכר,24990010.0,2499,10,3,0.0,0,0.0,0,1.0,1,"[1517, 9242]","['צומת נאות הכיכר', 'כניסה לנאות הכיכר']",True,True,True,True,True,0.0
כניסה לנבטים - שער יישוב נבטים,כניסה לנבטים - שער יישוב נבטים,25010010.0,2501,10,3,3.0,3,4.0,4,7.0,7,"[499, 9203]","['כניסה לנבטים', 'שער יישוב נבטים']",True,True,True,True,True,0.0
צומת לנבטים - צומת נבטים,צומת לנבטים - צומת נבטים,25020010.0,2502,10,1,1.0,1,1.0,1,0.0,0,"[10494, 10495]","['כניסה לבית עלמין נבטים', 'צומת לנבטים']",True,True,True,True,True,0.0
צומת לנבטים - צומת נבטים,צומת לנבטים - צומת נבטים,25020010.0,2502,10,3,0.0,0,0.0,0,3.0,3,"[10494, 10495]","['כניסה לבית עלמין נבטים', 'צומת לנבטים']",True,True,True,True,True,0.0
