ishuv,SEMEL_RECHOV,SHEM_RECHOV
4000,641,שער הלבנון
4000,642,הספורט
4000,643,ביכורים
4000,644,וולפסון
4000,649,לוטוס
4000,650,קלר
4000,651,פינסקי דוד
4000,654,צפרירים
4000,657,ורדיה
4000,658,אלחנן יצחק
4000,659,הטנא
4000,662,דרך רופין
4000,663,זרובבל
4000,667,הירקון
4000,675,גלגל
4000,679,אלכסנדר ינאי
4000,684,קדימה
4000,689,שד יצחק
4000,690,דרך הים
4000,691,כלניות
4000,694,רענן
4000,698,אילנות
4000,700,שער הגיא
4000,702,שושנת הכרמל
4000,705,אשכולות
4000,708,מחניים
4000,711,חרוב
4000,715,הנשר
4000,718,התשבי
4000,726,טשרניחובסקי
4000,738,זאב
4000,741,בית לחם
4000,742,מור
4000,754,התמר
4000,762,גרינבוים יצחק
4000,763,אורן
4000,768,דניה
4000,772,הראל
4000,773,שבדיה
4000,778,אדמונד פלג
4000,792,פינלנד
4000,795,בירם
4000,801,דרך סטלה מריס
4000,802,עבאס
4000,803,אל מותנבי
4000,804,אל גזאלי
4000,810,הלל
4000,811,שד הציונות
4000,813,יפה נוף
4000,815,החשמונאים
4000,816,שד גולומב אליהו
4000,818,הס
4000,822,בר גיורא
4000,823,ארלוזורוב
4000,825,בלפור
4000,834,מסדה
4000,836,טבריה
4000,845,הנביאים
4000,847,שמריהו לוין
4000,850,הרצליה
4000,856,הרצל
4000,858,ברואלד
4000,859,החלוץ
4000,862,דניאל
4000,863,אבן סינא
4000,864,ביאליק
4000,865,חסן שוקרי
4000,872,שימקין
4000,874,שפירא
4000,875,סירקין
4000,879,עקרון
4000,880,יחיאל
4000,881,סוקולוב
4000,885,נורדאו
4000,886,הרב הרצוג
4000,897,פבזנר
4000,901,תל חי
4000,905,הפועל
4000,912,שד וינגיט
4000,914,סנש חנה
4000,915,שד קיש
4000,917,האסיף
4000,918,רבי עקיבא
4000,919,גאולה
4000,929,מד מחנות
4000,930,מיכאל
4000,931,השלוח
4000,932,חרמון
4000,935,בר כוכבא
4000,942,פנת הרצל
4000,943,ברזילי
4000,944,"יל""ג"
4000,955,יוסף
4000,958,בלום לאון
4000,959,אליהו הנביא
4000,965,מקור ברוך
4000,974,פלימן משה
4000,977,סורוקה משה
4000,978,שארית הפליטה
4000,982,פז סעדיה
4000,985,האלה
4000,986,הרותם
4000,988,הרב אנקואה רפאל
4000,989,שופמן גרשון
4000,996,רב אלוף דוד אלעזר
4000,997,חוף דדו
4000,1004,גוש עציון
4000,1012,דרך יד לבנים
4000,1014,פאר
4000,1015,החשמל
4000,1020,הגליל
4000,1022,חניתה
4000,1025,התיכון
4000,1026,ציון
4000,1031,שד טרומפלדור
4000,1032,פינסקר
4000,1033,גלבוע
4000,1035,דרך חנקין
4000,1037,בורוכוב
4000,1038,"שד הל""ה"
4000,1040,חביבה
4000,1041,אינטרנשיונל
4000,1044,קומוי נתן
4000,1045,אדם הכהן
4000,1046,"מל""ל"
4000,1048,שלום עליכם
4000,1051,ברל כצנלסון
4000,1059,שניאור זלמן
4000,1061,הסחלב
4000,1063,מורד נוה שאנן
4000,1068,שינדלר אוסקר
4000,1073,מימון
4000,1074,סילבר אבא הלל
4000,1077,גדליהו
4000,1080,ערד
4000,1084,גולן שמחה
4000,1090,ניסנבוים
4000,1091,פרופ' רטנר יוחנן
4000,1094,בנין זאב
4000,1096,בורלא יהודה
4000,1097,פרץ מרקיש
4000,1099,דורי יעקב
4000,1112,מד חצב
4000,1116,לוחמי חרות ישראל
4000,1135,שד רוז
4000,1139,גרנד קניון
4000,1152,צ'רניאבסקי
4000,1155,אוניברסיטת חיפה
4000,1159,רבין אסתר
4000,1161,שד ההגנה
4000,1168,הצוללת דקר
4000,1169,אלבז נתן
4000,1176,נורית
4000,1180,ברכת משה
4000,1186,רציף אהרון
4000,1188,חוף בת גלים
4000,1192,רוטנברג פנחס ואבר
4000,1206,הדסה
4000,1208,מרכז קסטרא
4000,1209,קניון חיפה
4000,1210,חוצות המפרץ
4000,1227,רח 2124
4000,1231,מבוא חיפה
4000,1300,מנהרות הכרמל
4000,1391,יגאל אלון
4000,1392,וילנאי זאב
4000,1394,יערי מאיר
4000,1396,חסידי אומות העולם
4000,1465,יקינתון
4000,1508,פרומר דב
4000,4045,צ'ק פוסט
4000,4059,גשר פז
4000,4061,מחלף גדוד 21
4000,4067,מחלף ההסתדרות
4000,6004,ככר ההגנה
4000,6008,ככר זיו
4000,6013,ככר פריס
4000,6020,ככר אליזבט
4000,6031,ככר צים
4000,6500,אזור שמן
4000,6501,מע ק חיים
4000,6513,מתחם האיצטדיון
4000,6521,שכ ואדי ניסנאס
4000,6524,שכ נווה שאנן
4000,6525,ואדי סליב
4000,6526,ואדי רושמיה
4000,6528,שכ המושבה הגרמנית
4000,6530,"א""ת מפרץ"
4000,6541,אדמות יגור
4000,6552,קרית אליעזר
4000,6558,שכ החוף השקט
4000,6575,נוה דוד
4000,6576,עין הים
4000,6577,ש קרית שפרינצק
4000,6589,שכ זיו
4000,6598,שכ שער העליה
4000,6601,קרית חיים מזרחית
4000,6605,שכ כרמליה
4000,6606,שכ רוממה
4000,6607,רמות ספיר
4000,6609,רמת חן
4000,6625,ש רמת שאול
4000,6630,כרמל מרכזי
4000,6706,קרית הטכניון
4000,6708,רמת אלון
4000,8001,נמל חיפה
4000,8011,מרכז תעשיות מדע
4008,9000,מעלה גמלא
4100,120,המשושים
4100,187,ארבל
4501,9000,ע'ג'ר
5000,101,רדינג
5000,102,בן הלל מרדכי
5000,106,שמעוני
5000,107,פיכמן
5000,110,ברש אשר
5000,111,ברודצקי
5000,116,לבנון חיים
5000,121,צמחי היהודים
5000,124,הופיין
5000,126,אינשטיין
5000,133,אפקים
5000,136,עלומים
5000,140,קוממיות
5000,145,קלוזנר
5000,159,רח 2224
5000,168,קרית שאול
5000,169,רודנסקי שמואל
5000,174,טאגור רבינדרנארט
5000,175,אנדרסן
5000,180,שד רוקח
5000,181,יהודה הנשיא
5000,185,פרופס אהרון צבי
5000,190,אופנהיימר
5000,191,גייגר
5000,195,אפטר יעקב
5000,196,בורלא יהודה
5000,197,אשכול לוי
5000,198,"עגנון ש""י"
5000,202,קהילת סופיה
5000,214,שדה דב
5000,215,רפידים
5000,217,תל ברוך
5000,219,אוגרית
5000,225,בני אפרים
5000,226,וייז ג'ורג'
5000,230,קהילת ורשה
5000,236,הדר יוסף
5000,244,קהילת לבוב
5000,248,קדושי השואה
5000,249,מבצע קדש
5000,252,קהילת סאלוניקי
5000,255,קהילת פאדובה
5000,258,קהילת קיוב
5000,265,קרן קיימת לישראל
5000,266,אש שלום
5000,267,לאה
5000,271,האוזנר דב
5000,272,שיטרית
5000,275,רקנאטי
5000,276,פרסיץ שושנה
5000,281,אחימאיר אבא
5000,282,בן יוסף שלמה
5000,283,בית צורי אליהו
5000,284,חכים אליהו
5000,287,קשאני אליעזר
5000,288,ברזאני משה
5000,290,חביב אבשלום
5000,295,שלונסקי
5000,301,"צה""ל"
5000,303,המצביאים
5000,305,סביון
5000,307,הרדוף
5000,309,מרגנית
5000,318,בניהו
5000,323,משמר הירדן
5000,326,אשכנזי
5000,331,תבואות הארץ
5000,335,הגולן
5000,336,הרוגי מלכות
5000,344,שטיינר
5000,347,טבנקין יצחק
5000,349,"ק""ם"
5000,360,הברזל
5000,361,ולנברג ראול
5000,364,הארד
5000,365,הנחושת
5000,367,דבורה הנביאה
5000,373,בית אל
5000,379,הצנחנים
5000,382,כורזים
5000,385,ענתות
5000,388,טולקובסקי
5000,390,בראלי
5000,400,סנה משה
5000,401,"כ""ג יורדי הסירה"
5000,402,התערוכה
5000,403,ירמיהו
5000,404,דיזנגוף
5000,409,נמל תל אביב
5000,415,יחזקאל
5000,420,יוחנן הורקנוס
5000,424,אלכסנדר ינאי
5000,425,שד נורדאו
5000,426,יהושע בן נון
5000,429,סוקולוב
5000,430,סמ נורדאו
5000,435,אוסישקין
5000,436,ארבע ארצות
5000,450,בזל
5000,455,ויתקין
5000,456,ז'בוטינסקי
5000,461,הירקון
5000,468,בויאר אברהם
5000,471,דיסנצ'יק אריה
5000,472,ארם משה
5000,501,"מהר""ל"
5000,503,לוי יצחק
5000,505,פרנקפורט
5000,510,בן יהודה
5000,511,מאנגר איציק
5000,514,בחור אליהו
5000,515,עמנואל הרומי
5000,525,הפרדס
5000,527,הדסה
5000,533,"אד""ם הכהן"
5000,537,שד בן גוריון
5000,538,לסל
5000,540,ברנשטיין אדוארד
5000,541,"רנ""ק"
5000,604,ז'ורס ז'אן
5000,608,הוז דב
5000,610,רופין
5000,615,"של""ג"
5000,616,מאפו
5000,618,בוגרשוב
5000,620,סירקין
5000,621,סמולנסקין
5000,622,פרוג
5000,623,שלום עליכם
5000,624,חובבי ציון
5000,626,גנסין
5000,627,פינסקר
5000,630,דרויאנוב
5000,634,טבריה
5000,636,פרי אליעזר
5000,704,כהן הרמן
5000,705,ריינס
5000,706,גוטליב
5000,708,"ש""ץ"
5000,710,שלמה המלך
5000,711,גורדון י ל
5000,714,פרישמן
5000,715,לכיש
5000,721,רייך
5000,722,שד מסריק
5000,723,"שדרות ח""ן"
5000,725,נצח ישראל
5000,727,השופטים
5000,729,הנביאים
5000,730,מלכי ישראל
5000,738,המלך ג'ורג'
5000,739,בר גיורא
5000,742,זמנהוף
5000,746,יעל
5000,749,"שד' תרס""ט"
5000,751,שד בן ציון
5000,753,מרמורק
5000,756,הוברמן
5000,804,בני דן
5000,809,לואי מרשל
5000,814,יהודה המכבי
5000,819,ברנדיס
5000,821,ועידת קטוביץ
5000,829,ויצמן
5000,835,בבלי
5000,836,בן סירא
5000,837,רח 1302
5000,844,סנהדרין
5000,906,שרת משה
5000,909,שד הציונות
5000,912,חנקין
5000,913,קרמניצקי
5000,914,פנקס
5000,916,הא באייר
5000,920,אפשטיין
5000,924,בן סרוק
5000,928,רמז דוד
5000,931,"תש""ח"
5000,932,הלסינקי
5000,933,ליסין
5000,934,ארלוזורוב
5000,936,זלוציסטי
5000,937,קליי
5000,942,כהנשטם
5000,944,גבעת המורה
5000,951,מסוף ארלוזורוב
5000,1002,רח 2355
5000,1005,הרב גורן שלמה
5000,1006,על פרשת דרכים
5000,1008,בארי
5000,1009,סולד הנרייטה
5000,1011,דרך נמיר מרדכי
5000,1016,דפנה
5000,1019,גליצנשטין
5000,1021,סוטין
5000,1026,בלוך דוד
5000,1029,רמברנדט
5000,1033,צייטלין
5000,1034,דובנוב
5000,1035,שד דוד המלך
5000,1036,בריינין ראובן
5000,1037,שד שאול המלך
5000,1040,אבן גבירול
5000,1042,דה וינצ'י לאונרדו
5000,1045,ברקוביץ
5000,1047,ספיר פנחס
5000,1101,יהודה הלוי
5000,1102,ברדיצ'בסקי
5000,1103,שד רוטשילד
5000,1104,אחד העם
5000,1106,כרמיה
5000,1107,החשמונאים
5000,1110,שיינקין
5000,1114,העבודה
5000,1115,חיות פרץ
5000,1116,"רש""י"
5000,1118,סמטה אלמונית
5000,1122,בורוכוב
5000,1125,שבע השקמים
5000,1128,טרומפלדור
5000,1129,ברוק צבי
5000,1132,בר כוכבא
5000,1135,אלנבי
5000,1137,ביאליק
5000,1140,טשרניחובסקי
5000,1143,רציף הרברט סמואל
5000,1146,הירדן
5000,1201,יונה הנביא
5000,1202,הכובשים
5000,1203,גאולה
5000,1204,הרב קוק
5000,1205,"האר""י"
5000,1208,זרובבל
5000,1209,עזרא הסופר
5000,1211,דניאל
5000,1212,נחמיה
5000,1224,הכרמל
5000,1229,רבן גמליאל
5000,1232,נג'ארה ישראל
5000,1235,נחלת בנימין
5000,1238,התבור
5000,1239,"רבינוביץ שפ""ר"
5000,1241,קלישר
5000,1242,"יעב""ץ"
5000,1244,מוהליבר
5000,1245,גרוזנברג
5000,1246,ברנר
5000,1249,מלצ'ט
5000,1250,יבנה
5000,1253,יוחנן הסנדלר
5000,1255,מונטיפיורי
5000,1261,אחוזת בית
5000,1264,בלפור
5000,1265,"מזא""ה"
5000,1266,נחמני
5000,1267,יפה בצלאל
5000,1269,הרכבת
5000,1272,"שד""ל"
5000,1274,החשמל
5000,1275,ברזילי
5000,1276,לבונטין
5000,1277,מקוה ישראל
5000,1301,דרך יפו
5000,1304,רוקח שמעון
5000,1309,לילינבלום
5000,1319,אלחנן יצחק
5000,1320,עצמון
5000,1326,התלמי יהושע
5000,1327,שבזי
5000,1329,סמ שבזי
5000,1331,פינס
5000,1334,עין יעקב
5000,1335,אחווה
5000,1337,מגדל
5000,1342,המרד
5000,1348,שלהבית
5000,1352,אילת
5000,1366,אבא ושרה נאמן
5000,1368,אמזלג
5000,1372,אלרואי
5000,1379,חנניה
5000,1380,כרמלית
5000,1389,עזריה
5000,1400,אלעזר )רוקח(
5000,1417,ברגרנר אליזבת
5000,1438,הרב הרצוג
5000,1439,קויפמן יחזקאל
5000,1440,לוי יוסף
5000,1441,שנקר אריה
5000,1442,גולדמן נחום
5000,1500,רח 1188
5000,1506,לינקולן
5000,1508,אוליפנט
5000,1509,קרית ספר
5000,1511,קרליבך
5000,1512,חכמי דוד
5000,1514,"ריב""ל"
5000,1515,שונצינו
5000,1516,ראם
5000,1518,חומה ומגדל
5000,1519,אלישברג
5000,1520,בית אלפא
5000,1521,בית עובד
5000,1522,בן אביגדור
5000,1524,המלאכה
5000,1525,המקצוע
5000,1526,הצפירה
5000,1528,התעשיה
5000,1530,יד חרוצים
5000,1531,טברסקי
5000,1533,רבניצקי
5000,1537,שפרינצק
5000,1538,לסקוב חיים
5000,1539,"בן אב""י איתמר"
5000,1540,קפלן
5000,1541,הארבעה
5000,1544,פריש דניאל
5000,1545,שד יהודית
5000,1546,"הנצי""ב"
5000,1547,קארו יוסף
5000,1548,איסרליש
5000,1549,ילין מור נתן
5000,1550,בית הלל
5000,1551,שץ גגה גרשון
5000,1552,"ב""ק ישראל"
5000,1554,המסגר
5000,1555,דרך בגין
5000,1558,שפע טל
5000,1559,ארניה אסוולדו
5000,1562,נחל איילון
5000,1571,גבעת התחמושת
5000,1601,אליפלט
5000,1608,קומפרט
5000,1611,שלבים
5000,1616,רוחמה
5000,1618,ניצנה
5000,1620,שד ירושלים
5000,1622,פוריה
5000,1626,הרבי מבכרך
5000,1632,אבולעפיה
5000,1634,אלפסי
5000,1637,שארית ישראל
5000,1638,התקומה
5000,1639,התחיה
5000,1641,היתד
5000,1645,שמעון הצדיק
5000,1650,בן גמליאל
5000,1655,רזיאל
5000,1660,המלך חירם
5000,1663,רוסלאן
5000,1668,בית אשל
5000,1677,הפלך
5000,1679,הזרם
5000,1680,היסוד
5000,1690,רח 3361
5000,1697,מרזוק ועזר
5000,1701,מפרץ שלמה
5000,1707,העליה השניה
5000,1713,אבן סינא
5000,1718,אבן רשד
5000,1719,הצרי
5000,1744,גרוסמן חייקה
5000,1758,נמל יפו
5000,1760,קדם
5000,1766,הקברניט
5000,1791,פייר מנדס פרנס
5000,1796,דונולו הרופא
5000,1808,ולנסיה
5000,1818,רח 3142
5000,1826,רח 3178
5000,1830,אסף הרופא
5000,1831,מנוחה
5000,1833,המרפא
5000,1835,קורצ'אק יאנוש
5000,1838,האתרוג
5000,1861,פחד יצחק
5000,1895,חריף אייזיק
5000,1905,אריסטו
5000,1910,הולצברג שמחה
5000,1912,אפלטון
5000,1932,עבודת ישראל
5000,1935,"שד חב""ד"
5000,1939,"שד הבעש""ט"
5000,1947,בת עין
5000,1954,צהלון הרופא
5000,1959,ליב בן שרה
5000,1964,ארליך
5000,1971,מיכאל אנג'לו
5000,1975,פושקין
5000,1977,אוז'שקובה
5000,1979,עולי ציון
5000,1983,שבטי ישראל
5000,1986,יהודה הימית
5000,1988,דרור
5000,1989,בעל הטורים
5000,1990,מגן אברהם
5000,1993,יהודה מרגוזה
5000,1994,יפת
5000,1999,רבי פנחס
5000,2001,עמיעד
5000,2019,מייזל זלמן
5000,2020,רח 3055
5000,2021,קיוסו אלברט
5000,2022,סהרון
5000,2023,פיקוס
5000,2029,רובינשטין
5000,2102,באר שבע
5000,2139,נחל הבשור
5000,2140,קוץ' אדוארד
5000,2141,רח 3241
5000,2146,גר צדק
5000,2148,חסידי האומות
5000,2149,עזה
5000,2150,מיצקביץ אדם
5000,2153,גוש 6992
5000,2155,נס לגויים
5000,2157,היינה
5000,2159,שרירא גאון
5000,2161,רח 3071
5000,2165,רבנו ירוחם
5000,2173,תל גבורים
5000,2189,הגבורים
5000,2190,ארבר מנחם
5000,2199,קהילת קנדה
5000,2203,השוק
5000,2206,המשביר
5000,2207,מרכלת
5000,2208,רענן
5000,2210,הקישון
5000,2213,אברבנאל
5000,2215,הרצל
5000,2216,העליה
5000,2218,פלורנטין
5000,2223,ויטל חיים
5000,2226,בן עטר
5000,2227,צ'לנוב
5000,2228,פרץ י ל
5000,2231,מסילת העולים
5000,2233,הרב פרנקל
5000,2234,אלוף בצלות
5000,2235,בני ברק
5000,2236,"הגר""א"
5000,2239,סלומון
5000,2240,הנגב
5000,2241,השרון
5000,2242,הגליל
5000,2243,השומרון
5000,2244,ראש פינה
5000,2245,החרש
5000,2253,הגדוד העברי
5000,2254,נוה שאנן
5000,2255,וולפסון
5000,2263,שוקן
5000,2275,תחנה מרכזית
5000,2302,גולומב
5000,2306,ישראל מסלנט
5000,2307,לבנדה
5000,2309,קבוץ גלויות
5000,2312,השילוח
5000,2313,האסיף
5000,2316,ענתבי
5000,2318,צמח דוד
5000,2320,תחנה מרכזית החדשה
5000,2324,שיבת ציון
5000,2325,בית קציר
5000,2326,הקונגרס
5000,2327,מטלון
5000,2328,לוינסקי
5000,2343,בעל העקידה
5000,2360,מסילת ישרים
5000,2367,חכמי אתונה
5000,2371,שד הר ציון
5000,2372,סמ הר ציון
5000,2373,בר יוחאי
5000,2377,הסדנה
5000,2378,דרך שלמה
5000,2383,חזקיהו המלך
5000,2396,מבקיעים
5000,2408,הקשת
5000,2412,דרך בן צבי
5000,2426,גורי ישראל
5000,2430,קפלנסקי
5000,2433,שילר
5000,2439,ורשבסקי
5000,2461,התנופה
5000,2465,חיל השריון
5000,2466,גרינבוים
5000,2467,ליוויק
5000,2501,עלית הנוער
5000,2502,נהלל
5000,2503,ערבי נחל
5000,2505,ברוריה
5000,2506,עמק ברכה
5000,2509,נחלת יצחק
5000,2518,חיי אדם
5000,2522,גלוסקא זכריה
5000,2523,תוצרת הארץ
5000,2524,אלון יגאל
5000,2525,הסוללים
5000,2526,ינון
5000,2527,תובל
5000,2534,דם המכבים
5000,2535,דרך דיין משה
5000,2538,ניר עם
5000,2545,דרך הגבורה
5000,2548,בצרון
5000,2549,שד ההשכלה
5000,2561,עמינדב
5000,2562,יצחק שדה
5000,2565,מיטב
5000,2566,וולמן יהודה
5000,2567,בוקסנבאום יוסף
5000,2572,מוזס יהודה ונח
5000,2601,דרך הטייסים
5000,2604,דרך השלום
5000,2605,אשרמן יוסף
5000,2608,עודד
5000,2611,קדמוני אסא
5000,2621,נשרי צבי
5000,2622,נגבה
5000,2631,אריאל
5000,2632,גבעתי
5000,2638,"מצודת בית""ר"
5000,2639,וינגייט
5000,2642,שד יד לבנים
5000,2643,לוחמי גליפולי
5000,2644,"הפלמ""ח"
5000,2645,בת ציון
5000,2646,הגבור האלמוני
5000,2647,עמק איילון
5000,2648,לה גארדיה
5000,2649,מרגולין
5000,2650,אנילביץ מרדכי
5000,2652,מורדי הגטאות
5000,2656,שד המעפילים
5000,2658,דרך ההגנה
5000,2659,גוש עציון
5000,2665,"שד החי""ל"
5000,2668,התשעים ושלוש
5000,2670,חרוץ
5000,2671,נירים
5000,2674,השלושה
5000,2675,המאבק
5000,2679,המערכה
5000,2686,הורודצקי
5000,2687,הרכבי אברהם
5000,2724,ותיק
5000,2726,רשף
5000,2727,מושיע
5000,2731,"אצ""ל"
5000,2734,לפידות
5000,2742,עברי
5000,2743,אביאסף
5000,2744,הרן
5000,2746,כצנלסון בת שבע
5000,2753,קרייתי
5000,2755,רשפים
5000,2766,דרך בר-לב חיים
5000,2775,רוני
5000,2776,קמואל
5000,2778,התקוה
5000,2787,מבשר
5000,2788,חנוך
5000,2789,כביר
5000,2792,יקותיאל
5000,2797,הרותם
5000,2801,מבחר
5000,2802,סמ כביר
5000,2815,שתולים
5000,2820,תמוז
5000,2821,חירותנו
5000,2825,אב
5000,2837,יורה
5000,2849,רח 3780
5000,2860,"לח""י"
5000,2866,אלוף דן לנר
5000,2915,מדמון מנחם
5000,2940,רח סא כ שלם
5000,2956,רח נד כ שלם
5000,2958,"מח""ל"
5000,2959,שד ששת הימים
5000,2960,מעפילי אגוז
5000,2962,צוקרמן יצחק
5000,2963,תקוע
5000,2964,בושם
5000,2968,בירנית
5000,2971,צלילי חנינא
5000,2973,הרב אלנקווה
5000,2975,סרלין יוסף
5000,2981,לובטקין צביה
5000,3001,חלמית
5000,3004,מחרוזת
5000,3006,סומקן
5000,3007,"שז""ר זלמן"
5000,3010,שקד
5000,3011,גרוסמן מאיר
5000,3012,קורקידי
5000,3019,רוזן פנחס
5000,3020,הלוחמים
5000,3101,יוניצ'מן
5000,3103,אורי צבי גרינברג
5000,3106,בוני העיר
5000,3130,רח 2040
5000,3280,לבון פנחס
5000,4004,רח 428
5000,4056,רח 3694
5000,4088,רח 1206
5000,4093,רח 1211
5000,4104,רח 1223
5000,4123,רח 1254
5000,4162,זאבי רחבעם גנדי
5000,4534,רח 2290
5000,4536,דולצ'ין אריה
5000,4550,רח 3771
5000,4557,רח 2291
5000,4561,אלי כהן
5000,4562,רח 2222
5000,4575,לבני איתן
5000,4576,אקסלרוד נתן
5000,4600,סשא ארגוב
5000,4615,ברסקי יהודה לייב
5000,4624,הרב צוברי יוסף
5000,4728,רח 2288
5000,4744,מקס ברוד
5000,4748,רח 3769
5000,4769,זריצקי יוסף
5000,4774,בקר אהרון
5000,4778,ברלין אליהו
5000,6004,ככר דיזנגוף
5000,6018,ככר נמיר
5000,6025,ככר יצחק רבין
5000,6034,ככר וולך יונה
5000,6510,גני יהושע
5000,6515,ש רמת אביב
5000,6517,שכ גלילות
5000,6526,ש מחל
5000,6543,גני צהלה
5000,6545,ש צהלה
5000,6546,ש רמת החיל
5000,6575,מרכז רפואי סוראסק
5000,6586,פארק צ'ארלס קלור
5000,6655,נווה צדק
5000,6690,הקריה
5000,6700,גבעת הרצל
5000,6726,ש חס כ ב ים
5000,6742,שכ אבו כביר
5000,6783,ש קרית שלום
5000,6850,סיטי מנשיה
5000,8000,"מתחם שטח נמל ת""א"
6000,9000,באקה-ג'ת
6100,101,בר כוכבא
6100,103,הירש ברוך
6100,104,הקישון
6100,105,מצדה
6100,106,כנרת
6100,107,בן נון
6100,109,"לח""י"
6100,114,ששת הימים
6100,115,דרך אם המושבות
6100,201,אברבנאל
6100,202,עמק יזרעאל
6100,203,הירקון
6100,207,החלוצים
6100,211,שד אינשטיין
6100,212,לנדאו חיים
6100,213,הרב חדד שאול
6100,216,"הפלמ""ח"
6100,218,השניים
6100,220,טרומפלדור
6100,223,נורדאו
6100,228,הרב שך
6100,237,הרי גולן
6100,244,צבי
6100,245,הרב מצליח
6100,249,השר אלון יגאל
6100,301,מבצע קדש
6100,304,אבו חצירא ישראל
6100,309,המכבים
6100,310,בגין מנחם
6100,312,בן יוסף שלמה
6100,401,בן גוריון דוד
6100,404,עלי הכהן
6100,406,חברון
6100,414,ירושלים
6100,420,יהושע
6100,427,שד רבי טרפון
6100,435,ישעיהו
6100,445,הרצוג
6100,502,רבי עקיבא
6100,503,ז'בוטינסקי
6100,505,בן פתחיה
6100,507,אבן גבירול
6100,509,"חת""ם סופר"
6100,518,סוקולוב
6100,519,הרב קוטלר
6100,522,אבטליון
6100,528,"רמב""ם"
6100,531,אבן עזרא
6100,542,וגמן מ ב
6100,601,"ביל""ו"
6100,606,השלושה
6100,610,חשב סופר
6100,622,חבקוק
6100,626,יצחק נפחא
6100,701,צירלסון
6100,709,"שח""ל"
6100,711,שפירא
6100,712,ריינס
6100,718,גוטמכר
6100,724,אשל אברהם
6100,727,גבורי ישראל
6100,731,אבני נזר
6100,741,"בי""ח מעיני הישועה"
6100,801,בירנבוים
6100,805,אורליאן
6100,807,הרב נסים יצחק
6100,808,הרב עוזיאל
6100,809,"האדמו""ר מקוצק"
6100,810,הרב רבינוביץ אריה
6100,812,הר סיני
6100,825,עזרא
6100,827,מתתיהו
6100,829,ישמח משה
6100,830,חזון איש
6100,831,בית הלל
6100,833,נחמיה
6100,834,דבורה הנביאה
6100,835,אהרונוביץ ראובן
6100,836,בר יוחאי
6100,837,השומר
6100,843,אליהו הנביא
6100,844,יונה הנביא
6100,846,"האדמו""ר מגור"
6100,850,שלמה המלך
6100,870,הרב בן יעקב
6100,872,דמשק אליעזר
6100,891,הרב כהנמן
6100,897,יצחק מאיר הכהן
6100,900,בעל התניא
6100,901,בעל שם טוב
6100,902,"רש""י"
6100,907,"ראב""ד"
6100,911,הרב דסלר
6100,917,"האדמו""ר מבלז"
6100,918,בן זכאי
6100,920,וינברג שמואל
6100,922,וולפסון
6100,925,אהרונסון
6100,932,עמיאל
6100,933,יהודה הנשיא
6100,934,אנילביץ
6100,936,סעדיה גאון
6100,940,הרב וסרמן אלחנן
6100,945,חולדה הנביאה
6100,949,בארי
6100,951,שד רמז
6100,957,לנדא יעקב
6100,958,רבי אבא
6100,975,הרב פוברסקי
6100,6502,פרדס כץ
6100,6528,גבעת סוקולוב
6100,9000,בני ברק
6200,101,קרן קימת לישראל
6200,102,ירושלים
6200,103,גוש עציון
6200,105,קבוץ גלויות
6200,106,השלושה
6200,108,ניצנה
6200,113,המעפילים
6200,114,"הפלמ""ח"
6200,117,ויצמן
6200,118,קדושי לוצק
6200,120,הגבורים
6200,133,חלמית
6200,140,כביש גבול חולון
6200,201,שד העצמאות
6200,202,הגבול
6200,207,"רמב""ם"
6200,208,הלפר
6200,209,ארלוזורוב
6200,210,הרצל
6200,212,דרך בן גוריון
6200,214,הרב קוק
6200,216,מסריק
6200,217,ברדיצ'ב אבא
6200,218,ישראל בן ציון
6200,220,רוטשילד
6200,221,בלפור
6200,226,הראשונים
6200,237,הרב בר שאול
6200,302,ז'בוטינסקי
6200,304,הנביאים
6200,308,השקמה
6200,309,יהודה הלוי
6200,310,שד יוספטל גיורא
6200,311,הקוממיות
6200,312,יצחק שדה
6200,314,ברנר
6200,322,גבעתי
6200,401,כצנלסון ברל
6200,402,בר אילן
6200,403,החשמונאים
6200,404,הפועל
6200,406,אנילביץ
6200,411,ביאליק
6200,412,טשרניחובסקי
6200,414,הרב עוזיאל
6200,418,קלויזנר
6200,422,החרושת
6200,426,דניאל
6200,430,ההגנה
6200,432,שלום עליכם
6200,437,השר פנקס
6200,438,רייק חביבה
6200,439,שרת משה
6200,440,ששת הימים
6200,441,קריתי
6200,443,נורדאו מקס
6200,446,השר שפירא
6200,502,רהב
6200,503,מבצע סיני
6200,508,הרב ניסנבוים יצחק
6200,510,אורט ישראל
6200,511,הגבעות
6200,518,כהן אלי
6200,519,מודיליאני
6200,521,"כ""ט בנובמבר"
6200,522,ליבורנו
6200,523,הרב לוי
6200,533,סמ השרון
6200,534,רזיאל דוד
6200,546,ירקוני
6200,552,רבינוביץ'
6200,601,העבודה
6200,602,יקואל מנחם
6200,606,האורגים
6200,607,העמל
6200,612,פרנק אנה
6200,613,הרב מימון
6200,615,דליה
6200,620,דרך מנחם בגין
6200,623,השבטים
6200,626,קרן היסוד
6200,640,קהילת סלונים
6200,649,אימבר
6200,654,זרובבל
6200,655,עגנון
6200,657,אחד העם
6200,676,שמעון הבורסקי
6200,6003,ככר העצמאות
6200,6538,קרית באבוב
6200,6540,אזור התעשיה
6300,101,כצנלסון
6300,103,ערבי נחל
6300,107,אחדות העבודה
6300,109,בורוכוב
