NAME,SEMEL,ENGLISH_NAME,DISTRICT,NAPA,NATURAL_ZONE,MUNICIPAL_STANCE,METROPOLITAN,RELIGION,POPULATION,OTHER,JEWS,ARAB,FOUNDED,TZURA,IRGUN,CENTER,ALTITUDE,PLANNING,POLICE,YEAR,TAATIK
גני טל,1371,GANNE TAL,4,44,441,31,143,1,792,0.8,0.8,,2010,370,2,1804163294,78,456,15002488,2017,Ganne Tal                                         
גני יוחנן,862,GANNE YOHANAN,4,44,441,30,143,1,625,0.6,0.6,,1950,310,1,1848264064,63,426,10002241,2017,Ganne Yohanan
גני מודיעין,3823,GANNE MODI'IN,7,74,,73,,1,2445,2.4,2.4,,1996,190,,2017564847,,711,10003299,2017,Ganne Modi'in
גני עם,218,GANNE AM,4,42,421,20,142,1,248,0.2,0.2,,1934,350,,1908667313,34,417,10002133,2017,Ganne Am
גני תקווה,229,GANNE TIQWA,4,42,422,99,132,1,18240,18.2,18,,1953,170,,1883666301,74,455,10001516,2017,Ganne Tiqwa
געש,842,GA'ASH,4,41,411,19,141,1,728,0.7,0.7,,1951,330,15,1836668178,29,401,15000060,2017,Ga'ash
געתון,463,GA'TON,2,24,243,4,,1,630,0.6,0.6,,1948,330,15,2204176793,343,201,10004302,2017,Ga'ton
גפן,39,GEFEN,1,11,112,26,,1,420,0.4,0.4,,1955,310,2,1885762761,159,151,15000597,2017,Gefen
גרופית,1129,GEROFIT,6,62,625,53,,1,257,0.3,0.2,,1963,330,15,2059542802,118,608,10001955,2017,Gerofit
גשור,4022,GESHUR,2,29,294,71,,1,279,0.3,0.3,,1971,330,15,2674574724,347,219,10004579,2017,Geshur
גשר,305,GESHER,2,22,221,7,,1,420,0.4,0.4,,1939,330,15,2519972518,-198,202,10004568,2017,Gesher
גשר הזיו,574,GESHER HAZIW,2,24,245,4,241,1,1632,1.6,1.6,,1949,330,15,2108077155,20,201,10004302,2017,Gesher HaZiw
גת (קיבוץ),340,GAT(QIBBUZ),6,61,611,35,,1,779,0.8,0.8,,1941,330,15,1805861511,137,632,10001813,2017,Gat(Qibbuz)
גת רימון,128,GAT RIMMON,4,42,422,20,132,1,292,0.3,0.3,,1926,350,,1888266395,67,417,10002116,2017,Gat Rimmon
דאלית אל-כרמל,494,DALIYAT AL-KARMEL,3,31,311,99,223,2,17201,,,17.2,,270,,2050573325,418,356,10004171,2017,Daliyat Al-Karmel
דבורה,146,DEVORA,2,23,234,8,,1,215,0.2,0.2,,1956,310,1,2250571762,69,204,10000911,2017,Devora
דבורייה,489,DABURIYYA,2,23,237,99,,2,10154,,,10.1,,270,,2351473299,163,251,10000911,2017,Daburiyya
דבירה,849,DEVIRA,6,62,623,41,341,1,935,0.9,0.9,,1951,330,15,1833659122,309,625,10001937,2017,Devira
דברת,407,DAVERAT,2,23,234,9,,1,429,0.4,0.4,,1946,330,15,2330572809,174,254,10000911,2017,Daverat
דגניה א',62,DEGANYA ALEF,2,22,221,6,,1,752,0.6,0.6,,1909,330,15,2541873489,-200,214,10004552,2017,Deganya Alef
דגניה ב',79,DEGANYA BET,2,22,221,6,,1,655,0.7,0.6,,1920,330,15,2542173403,-198,214,10004552,2017,Deganya Bet
"דוב""ב",1067,DOVEV,2,21,212,2,,1,481,0.5,0.5,,1963,310,1,2383977297,768,209,10004528,2017,Dovev
דולב,3747,DOLEV,7,74,,73,,1,1400,1.4,1.4,,1983,370,11,2127464816,559,711,10003299,2017,Dolev
דור,738,DOR,3,32,321,15,243,1,420,0.4,0.4,,1949,310,1,1928472374,4,303,10004333,2017,Dor
דורות,336,DOROT,6,61,614,37,,1,812,0.8,0.8,,1941,330,15,1663560173,106,651,10001829,2017,Dorot
דחי,475,DAHI,2,23,234,66,,2,665,,,0.7,,450,,2325872519,415,251,10000911,2017,Dahi
דייר אל-אסד,490,DEIR AL-ASAD,2,24,242,99,,2,12106,,,12.1,,270,,2254176009,467,260,15002358,2017,Deir Al-Asad
דייר חנא,492,DEIR HANNA,2,24,241,99,,2,10102,,,10.1,,280,,2348075200,226,262,10004513,2017,Deir Hanna
דייר ראפאת,493,DEIR RAFAT,1,11,112,26,444,2,88,,,0.1,,440,,1950863156,248,151,15000597,2017,Deir Rafat
דימונה,2200,DIMONA,6,62,626,0,,1,33666,33.5,30.3,,1955,160,,2033055318,463,607,10001918,2017,Dimona
דישון,2063,DISHON,2,21,212,55,,1,355,0.4,0.3,,1953,310,6,2488277637,442,253,10004591,2017,Dishon
דלייה,300,DALIYYA,2,23,236,13,,1,801,0.8,0.7,,1939,330,15,2072972171,204,254,10000911,2017,Daliyya
דלתון,431,DALTON,2,21,212,2,,1,850,0.9,0.9,,1950,310,2,2460576912,809,209,10004528,2017,Dalton 
דלתון,1709, ,2,21,212,2,,,,,,,,520,,2451577021,,209,10004528,2017,
דמיידה,1317,DEMEIDE,2,24,241,56,241,2,490,,,0.5,,450,,2216374673,204,205,10004513,2017,Demeide
דן,303,DAN,2,21,211,1,,1,736,0.7,0.7,,1939,330,15,2612879396,175,253,10004591,2017,Dan
דפנה,302,DAFNA,2,21,211,1,,1,953,1,0.9,,1939,330,15,2599179280,141,253,10004591,2017,Dafna
דקל,1241,DEQEL,6,62,622,38,,1,333,0.3,0.3,,1982,310,10,1377356740,103,651,10001893,2017,Deqel
"דרום השרון מ""א 18",1881,,4,42,421,18,,,,,,,,530,,0,,,,2017,
"דרום השרון מ""א 20",1882,,4,42,421,20,,,,,,,,530,,1899068100,,,,2017,
"דרום השרון של""ש",1885,,4,42,421,,,,,,,,,530,,1960067130,,,,2017,
דרום יהודה,1998,,7,77,,,,,,,,,,530,,,,,,2017,
דריג'את,1349,DERIG'AT,6,62,623,69,,2,1153,,,1.2,,450,,2072057882,557,624,10001937,2017,Derig'at
האון,702,HAON,2,22,221,6,,1,182,0.2,0.2,,1949,330,15,2585973681,-188,214,10004552,2017,HaOn
הבונים,675,HABONIM,3,32,321,15,243,1,359,0.4,0.4,,1949,320,15,1939572700,17,303,10004333,2017,HaBonim
הגושרים,356,HAGOSHERIM,2,21,211,1,,1,783,0.8,0.7,,1948,330,15,2585379177,100,253,10004591,2017,HaGosherim
הדר עם,191,HADAR AM,4,41,411,16,141,1,669,0.7,0.7,,1933,310,10,1908869507,26,409,15000060,2017,Hadar Am 
הוד השרון,9700,HOD HASHARON,4,42,421,0,131,1,61102,61.1,59.8,,1924,150,,1901767323,37,423,10002133,2017,Hod HaSharon
הודיות,1322,HODAYOT,2,22,222,3,,1,360,0.4,0.3,,1959,340,,2410774379,284,206,10004552,2017,Hodayot
הודייה,726,HODIYYA,6,61,614,36,,1,491,0.5,0.5,,1949,310,1,1660062041,54,633,10001821,2017,Hodiyya
הוואשלה (שבט),1169,HAWASHLA,6,62,623,,,3,,,,,,460,,2020055900,,699,10001918,2017,Al-Hawashila
הוזייל (שבט),956,HUZAYYEL,6,62,623,,,3,,,,,,460,,1762059080,,699,10001946,2017,Al-Huzayyil
הושעיה,1186,HOSHA'AYA,2,23,237,9,,1,1993,2,2,,1981,370,2,2276574043,224,254,15002369,2017,Hosha'aya
הזורע,250,HAZOREA,2,23,235,13,,1,857,0.9,0.8,,1936,330,15,2114872773,64,254,10000911,2017,HaZorea
הזורעים,307,HAZORE'IM,2,22,222,3,,1,1030,1,1,,1939,310,2,2473873908,-61,206,10004552,2017,HaZore'im
החותרים,434,HAHOTERIM,3,32,321,15,223,1,790,0.8,0.8,,1948,330,15,1962573976,15,303,10004710,2017,HaHoterim
היוגב,684,HAYOGEV,2,23,234,9,,1,683,0.7,0.7,,1949,310,1,2194972416,86,254,10000911,2017,HaYogev
הילה,1208,HILLA,2,24,243,52,,1,566,0.6,0.6,,1980,370,19,2231777125,490,255,10004484,2017,Hilla
המעפיל,377,HAMA'PIL,4,41,412,16,141,1,829,0.8,0.8,,1945,330,15,1985969829,33,409,15000060,2017,HaMa'pil
המרכז למחקר-נחל שורק,1751, ,4,44,442,,143,,,,,,,520,,1718164583,,,15002488,2017,
הסוללים,677,HASOLELIM,2,23,237,9,242,1,936,0.9,0.9,,1949,330,6,2225673955,171,254,10004426,2017,HaSolelim 
העוגן,423,HAOGEN,4,41,411,16,141,1,898,0.9,0.9,,1947,330,15,1930669651,15,409,15000060,2017,HaOgen
"הערבה מ""א 51",1944,,6,62,625,51,,,,,,,,530,,0,,,,2017,
"הערבה מ""א 53",1945,,6,62,625,53,,,,,,,,530,,2062043180,,,,2017,
"הערבה מ""א 54",1946,,6,62,625,54,,,,,,,,530,,2159050670,,,,2017,
הר אדר,3769,HAR ADAR,7,74,,99,445,1,4058,4.1,4,,1986,190,,2123263710,825,720,10002475,2017,Har Adar
"הר אלכסנדר מ""א 14",1869,,3,32,323,14,,,,,,,,530,,2050071490,,,,2017,
"הר אלכסנדר מ""א 45",1868,,3,32,323,45,,,,,,,,530,,2009071920,,,,2017,
"הר אלכסנדר של""ש",1870,,3,32,323,,,,,,,,,530,,2105071460,,,,2017,
הר גילה,3603,HAR GILLO,7,76,,76,445,1,1568,1.5,1.5,,1972,370,19,2163962544,917,714,10002521,2017,Har Gillo
"הר הנגב הדרומי מ""א 48",1953,,6,62,627,48,,,,,,,,530,,1851048010,,,,2017,
"הר הנגב הדרומי מ""א 53",1951,,6,62,627,53,,,,,,,,530,,1883044330,,,,2017,
"הר הנגב הדרומי מ""א 54",1952,,6,62,627,54,,,,,,,,530,,2040048240,,,,2017,
"הר הנגב הצפוני מ""א 48",1948,,6,62,626,48,,,,,,,,530,,1728052230,,,,2017,
"הר הנגב הצפוני מ""א 51",1949,,6,62,626,51,,,,,,,,530,,2189054410,,,,2017,
"הר הנגב הצפוני מ""א 53",1947,,6,62,626,53,,,,,,,,530,,1658047710,,,,2017,
"הר הנגב הצפוני מ""א 54",1950,,6,62,626,54,,,,,,,,530,,2054052480,,,,2017,
הר עמשא,1261,HAR AMASA,6,62,623,51,,1,159,0.2,0.1,,1983,330,,2097058352,824,656,10001937,2017,Har Amasa
הראל,464,HAR'EL,1,11,112,26,444,1,271,0.3,0.3,,1948,330,15,1953163517,200,151,15000597,2017,Har'el
הרדוף,1249,HARDUF,2,23,237,9,242,1,1120,1.1,1.1,,1982,330,15,2163874111,172,254,10004497,2017,Harduf
"הרי יהודה מ""א 26",1801,,1,11,111,26,,,,,,,,530,,2067063030,,,,2017,
"הרי יהודה של""ש",1802,,1,11,111,,,,,,,,,530,,0,,,,2017,
הרי נצרת-תירען,1823,,2,23,237,,,,,,,,,530,,2351073910,,,,2017,
"הרי נצרת-תירען מ""א 9",1839,,2,23,237,9,,,,,,,,530,,2227073890,,,,2017,
הרצלייה,6400,HERZLIYYA,5,51,511,0,121,1,93989,93.9,89.7,,1924,150,,1845367521,39,504,10001605,2017,Herzliyya
הררית,1203,HARARIT,2,24,241,56,,1,466,0.5,0.5,,1980,370,7,2346875012,479,205,10004513,2017,Hararit
השומרון,1999,,7,71,,,,,,,,,,530,,2235665137,,,,2017,
ורד יריחו,3639,WERED YERIHO,7,75,,74,,1,298,0.3,0.3,,1980,310,10,2411063710,-166,713,10003314,2017,Wered Yeriho
ורדון,1133,WARDON,6,61,611,35,,1,294,0.3,0.3,,1968,350,,1793961911,100,632,10001813,2017,Wardon
זבארגה (שבט),2742,ZABARGA,6,62,623,,,3,,,,,,460,,2032057170,435,699,10001937,2017,Az-Zabarika
זבדיאל,815,ZAVDI'EL,6,61,611,34,,1,514,0.5,0.5,,1950,310,8,1773161858,90,631,10001813,2017,Zavdi'el
זוהר,44,ZOHAR,6,61,612,50,,1,353,0.4,0.4,,1956,310,10,1708861156,117,634,10001813,2017,Zohar
זיקים,584,ZIQIM,6,61,614,36,,1,734,0.7,0.7,,1949,330,15,1546461319,24,633,10001829,2017,Ziqim
זיתן,788,ZETAN,4,43,432,40,133,1,1075,1.1,1.1,,1950,310,1,1897765366,40,425,10002261,2017,Zetan
זכרון יעקב,9300,ZIKHRON YA'AQOV,3,32,322,99,,1,22984,22.9,22.1,,1882,160,,1957871961,78,353,10004333,2017,Zikhron Ya'aqov
זכריה,799,ZEKHARYA,1,11,112,26,,1,1079,1.1,1.1,,1950,310,1,1948562415,268,151,15000597,2017,Zekharya
זמר,1290,ZEMER,4,41,412,99,141,2,6779,,,6.8,,280,,2035169685,86,458,10002155,2017,Zemer
זמרת,1065,ZIMRAT,6,62,621,39,,1,564,0.6,0.6,,1957,310,2,1574959529,121,651,10001930,2017,Zimrat
זנוח,816,ZANOAH,1,11,112,26,444,1,486,0.5,0.5,,1950,310,8,2000062667,291,151,15000597,2017,Zanoah
זרועה,2064,ZERU'A,6,62,621,39,,1,415,0.4,0.4,,1953,310,2,1642959642,134,651,10001930,2017,Zeru'a
זרזיר,975,ZARZIR,2,23,237,99,242,2,7792,,,7.8,,280,,2211273668,184,254,10004411,2017,Zarzir
זרחיה,818,ZERAHYA,6,61,611,34,,1,711,0.7,0.7,,1950,310,2,1759462110,72,631,10001821,2017,Zerahya
ח'ואלד,1321,KHAWALED,3,31,311,12,222,2,503,,,0.5,,450,,2131074174,62,301,10004207,2017,Khawaled
ח'ואלד (שבט),986,KHAWALED,2,25,237,,,3,,,,,,460,,2150174051,,299,10004207,2017,Khawalid     /  Al-Khawalid
חבצלת השרון,235,HAVAZZELET HASHARON,4,41,411,16,141,1,640,0.6,0.6,,1935,310,10,1872969635,22,409,10002089,2017,Havazzelet HaSharon
חבר,1110,HEVER,2,23,234,8,,1,518,0.5,0.5,,1958,350,,2250871708,71,204,10000911,2017,Hever
חגור,717,HAGOR,4,42,421,20,142,1,1175,1.2,1.2,,1949,310,1,1951767159,34,417,10002155,2017,Hagor
חגי,3764,HAGGAY,7,77,,78,,1,596,0.6,0.6,,1984,370,11,2076160011,854,715,10003228,2017,Haggay
חגלה,205,HOGLA,4,41,411,16,141,1,871,0.9,0.9,,1933,310,1,1932769927,18,409,15000060,2017,Hogla
חד-נס,4026,HAD-NES,2,29,293,71,,1,839,0.8,0.8,,1989,370,9,2604175924,-7,219,10004579,2017,Had-Nes
חדיד,618,HADID,4,43,432,25,142,1,888,0.9,0.9,,1950,310,2,1936965290,68,424,10002168,2017,Hadid
חדרה,6500,HADERA,3,32,324,0,,1,93973,93.1,86.8,,1890,150,,1925170467,19,302,10004261,2017,Hadera
חוג'ייראת (ד'הרה) (שבט),948,HUJEIRAT (DAHRA),2,24,241,56,,3,,,,,,460,,2278574887,,299,10004513,2017,Al-Hujayrat (Zahra)
חולדה,160,HULDA,4,43,432,30,143,1,1067,1.1,1.1,,1930,330,15,1889863766,119,426,10002241,2017,Hulda
חולון,6600,HOLON,5,53,513,0,123,1,192624,192.3,177.7,,1940,140,,1792565824,34,505,10001430,2017,Holon
חולית,1239,HOLIT,6,62,622,38,,1,163,0.2,0.2,,1980,330,15,1357357134,76,651,10001893,2017,Holit
חולתה,253,HULATA,2,21,211,1,,1,654,0.7,0.6,,1937,330,15,2573277301,80,253,10004540,2017,Hulata
חוסן,662,HOSEN,2,24,243,52,,1,1092,1.1,1.1,,1949,310,9,2281476697,475,255,10004484,2017,Hosen
חוסנייה,1332,HUSSNIYYA,2,24,242,56,,2,686,,,0.7,,450,,2302975617,297,205,10004513,2017,Hussniyya
"חוף הכרמל מ""א 15",1864,,3,32,321,15,,,,,,,,530,,1947072760,,,,2017,
חופית,115,HOFIT,4,41,411,16,141,1,750,0.7,0.7,,1955,350,,1883669905,15,409,15000060,2017,Hofit
חוקוק,374,HUQOQ,2,22,221,6,,1,595,0.6,0.6,,1945,330,15,2466775401,3,214,10004552,2017,Huqoq
חורה,1303,HURA,6,62,623,99,342,2,20782,,,20.8,,260,,1938957840,416,652,10001937,2017,Hura
חורפיש,496,HURFEISH,2,24,244,99,,2,6231,,,6.2,,280,,2326876916,670,258,10004484,2017,Hurfeish
חורשים,355,HORESHIM,4,42,421,20,142,1,310,0.3,0.3,,1955,330,15,1974467160,81,417,10002155,2017,Horeshim
חזון,1047,HAZON,2,22,222,2,,1,327,0.3,0.3,,1969,310,2,2372775686,444,209,10004465,2017,Hazon
חיבת ציון,219,HIBBAT ZIYYON,4,41,411,16,141,1,666,0.7,0.7,,1933,310,7,1919970042,30,409,15000060,2017,Hibbat Ziyyon
חיננית,3643,HINNANIT,7,71,,72,,1,1295,1.3,1.1,,1981,370,13,2159770969,392,710,10003262,2017,Hinnanit
חיפה,4000,HAIFA,3,31,311,0,210,4,281087,249.3,217.6,31.8,ותיק,130,,2011374546,98,304,10004171,2017,Haifa
חירות,162,HERUT,4,41,411,18,141,1,1281,1.3,1.3,,1930,310,1,1921568301,60,412,15000060,2017,Herut
חלוץ,1272,HALUZ,2,24,243,56,,1,497,0.5,0.5,,1985,370,13,2295276173,735,205,15002358,2017,Haluz
חלמיש,3573,HALLAMISH,7,74,,73,145,1,1314,1.3,1.3,,1977,370,11,2120965705,559,711,10003299,2017,Hallamish
חלץ,820,HELEZ,6,61,614,36,,1,453,0.5,0.4,,1950,310,1,1676360965,80,633,10001829,2017,Helez
חמאם,993,HAMAM,2,22,221,65,,2,1455,,,1.5,,450,,2461874838,-99,251,10004552,2017,Hamam
חמד,801,HEMED,4,43,432,40,133,1,1229,1.2,1.2,,1950,310,2,1851165842,26,425,10002207,2017,Hemed
חמדיה,343,HAMADYA,2,23,231,7,,1,379,0.4,0.4,,1942,330,15,2490971407,-169,202,10004568,2017,Hamadya
חמדת,3646,HEMDAT,7,75,,75,,1,248,0.2,0.2,,1980,370,11,2497768423,146,712,10003262,2017,Hemdat
חמרה,3609,HAMRA,7,75,,75,,1,126,0.1,0.1,,1971,310,10,2412967837,-49,712,10003262,2017,Hamra
חניאל,807,HANNI'EL,4,41,411,16,141,1,953,1,0.9,,1950,310,1,1954169328,31,409,15000060,2017,Hanni'el
חניתה,280,HANITA,2,24,244,4,,1,756,0.8,0.7,,1938,330,15,2166577698,342,201,10004302,2017,Hanita
חנתון,1257,HANNATON,2,23,237,9,241,1,878,0.9,0.9,,1984,330,15,2232174321,188,254,10004497,2017,Hannaton
חספין,4005,HASPIN,2,29,294,71,,1,1904,1.9,1.9,,1973,370,,2746275023,419,219,10004579,2017,Haspin
חפץ חיים,363,HAFEZ HAYYIM,4,44,441,31,143,1,530,0.5,0.5,,1944,330,8,1811663302,76,456,15002488,2017,Hafez Hayyim
חפצי-בה,90,HEFZI-BAH,2,23,232,8,,1,702,0.7,0.7,,1922,330,15,2402171382,-76,204,10004568,2017,Hefzi-Bah
חצב,700,HAZAV,6,61,611,33,143,1,1468,1.5,1.4,,1949,310,1,1782763212,64,616,10001821,2017,Hazav
חצבה,13,HAZEVA,6,62,625,54,,1,584,0.6,0.5,,1965,310,1,2266751974,-163,657,10001918,2017,Hazeva
חצור-אשדוד,406,HAZOR-ASHDOD,6,61,611,33,143,1,604,0.6,0.6,,1937,330,15,1735963120,45,616,10001821,2017,Hazor-Ashdod
חצור הגלילית,2034,HAZOR HAGELILIT,2,21,213,99,,1,9060,9,8.8,,1953,180,,2511676530,438,259,10004540,2017,Hazor HaGelilit
חצרים,397,HAZERIM,6,62,623,41,344,1,808,0.8,0.8,,1946,330,15,1726957221,240,625,10001900,2017,Hazerim
חרב לאת,422,HEREV LE'ET,4,41,411,16,141,1,828,0.8,0.8,,1947,310,10,1924070091,28,409,15000060,2017,Herev Le'Et
חרוצים,1024,HARUZIM,4,41,411,19,141,1,898,0.9,0.9,,1951,350,,1874468161,45,401,15000060,2017,Haruzim
חריש,1247,HARISH,3,32,323,99,,1,3582,3.5,3.3,,1982,190,,2047870720,115,307,10004233,2017,Harish
"חרמון מ""א 71",1960,,2,29,291,71,,,,,,,,530,,2685079910,,,,2017,
חרמש,3717,HERMESH,7,71,,72,,1,215,0.2,0.2,,1982,370,9,2114170327,238,710,10003262,2017,Hermesh
חרשים,1209,HARASHIM,2,24,243,56,,1,315,0.3,0.3,,1980,370,19,2310076241,814,205,10004484,2017,Harashim
חשמונאים,3770,HASHMONA'IM,7,74,,73,,1,2820,2.8,2.8,,1985,190,,2023664873,252,711,10003299,2017,Hashmona'im
טבריה,6700,TIBERIAS,2,22,221,0,,1,43664,43,40.3,,ותיק,160,,2494274369,12,207,10004552,2017,Tiberias
טובא-זנגרייה,962,TUBA-ZANGARIYYE,2,21,213,99,,2,6530,,,6.5,,280,,2556376342,294,259,10004540,2017,Tuba-Zangariyye
טורעאן,498,TUR'AN,2,25,237,99,,2,13703,,,13.7,,270,,2354874243,245,251,15002369,2017,Tur'an
טייבה,2730,TAYIBE,4,41,412,0,141,2,42401,,,42.3,,260,,2008068569,64,402,10002155,2017,Tayibe
טייבה (בעמק),497,TAYIBE(BAEMEQ),2,23,233,8,,2,1810,,,1.8,,450,,2420272332,95,204,10000911,2017,Tayibe(Baemeq)
טירה,2720,TIRE,4,41,412,0,141,2,25721,,,25.7,,260,,1958168225,61,403,10002155,2017,Tire
טירת יהודה,663,TIRAT YEHUDA,4,42,422,25,142,1,1195,1.2,1.2,,1949,310,2,1938865787,57,424,10002168,2017,Tirat Yehuda
טירת כרמל,2100,TIRAT KARMEL,3,31,311,0,223,1,21256,21.2,20.3,,1949,160,,1976774079,45,355,10004710,2017,Tirat Karmel
טירת צבי,268,TIRAT ZEVI,2,23,231,7,,1,801,0.8,0.8,,1937,330,3,2499570302,-219,202,10004568,2017,Tirat Zevi
טל-אל,1181,TAL-EL,2,24,243,56,241,1,1155,1.2,1.1,,1980,370,13,2169975908,116,205,10004315,2017,Tal-El
טל שחר,462,TAL SHAHAR,1,11,112,26,,1,1362,1.4,1.3,,1948,310,1,1908763474,118,151,15000597,2017,Tal Shahar
טללים,1177,TELALIM,6,62,626,48,,1,479,0.5,0.5,,1980,330,15,1779654464,361,620,10001918,2017,Telalim
טלמון,3788,TALMON,7,74,,73,,1,4058,4.1,4.1,,1989,190,,2128164953,584,711,10003299,2017,Talmon
טמרה,8900,TAMRA,2,24,241,0,241,2,33380,,,33.3,,260,,2180675104,95,263,15002411,2017,Tamra
טמרה (יזרעאל),547,TAMRA (YIZRE'EL),2,23,233,8,,2,1553,,,1.6,,450,,2381672669,231,204,10000911,2017,Tamra (Yizre'el)
טנא,3743,TENE,7,77,,78,,1,799,0.8,0.8,,1983,370,11,1959158706,554,715,10003228,2017,Tene
טפחות,1214,TEFAHOT,2,22,222,2,,1,463,0.5,0.5,,1980,310,2,2398375265,83,209,10004552,2017,Tefahot
יאנוח-ג'ת,1295,YANUH-JAT,2,24,243,99,,2,6466,,,6.5,,280,,2232776506,468,255,10004484,2017,Yanuh-Jat
יבול,1232,YEVUL,6,62,622,38,,1,345,0.3,0.3,,1981,310,10,1347956688,85,651,10001893,2017,Yevul
יבנאל,46,YAVNE'EL,2,22,222,99,,1,4281,4.3,4.2,,1901,190,,2477973510,12,251,10004552,2017,Yavne'el
יבנה,2660,YAVNE,4,44,441,0,143,1,45483,45.4,44.2,,1949,160,,1752164278,30,404,15002488,2017,Yavne
יגור,96,YAGUR,3,31,311,12,223,1,1561,1.6,1.5,,1922,330,15,2075573859,16,301,10004207,2017,Yagur
יגל,798,YAGEL,4,43,432,40,133,1,946,0.9,0.9,,1950,310,1,1887165509,40,425,10002261,2017,Yagel
יד בנימין,577,YAD BINYAMIN,4,44,441,31,143,1,4049,4,4,,1949,190,,1832563396,64,456,15002488,2017,Yad Binyamin
יד השמונה,1134,YAD HASHEMONA,1,11,111,26,444,1,280,0.3,0.1,,1978,320,10,2085863523,684,151,10002475,2017,Yad HaShemona
יד חנה,758,YAD HANNA,4,41,412,16,141,1,905,0.9,0.9,,1950,330,15,2007869249,53,409,10002155,2017,Yad Hanna
יד מרדכי,358,YAD MORDEKHAY,6,61,614,36,,1,748,0.7,0.7,,1943,330,15,1581461092,42,633,10001829,2017,Yad Mordekhay
יד נתן,775,YAD NATAN,6,61,612,50,,1,626,0.6,0.6,,1953,310,6,1721361789,75,634,10001813,2017,Yad Natan
"יד רמב""ם",64,YAD RAMBAM,4,43,432,30,143,1,1085,1.1,1.1,,1955,310,2,1907264528,86,426,10002228,2017,Yad Rambam             
ידידה,1144,YEDIDA,1,11,111,26,444,1,212,0.2,0.2,,1964,340,,2100963562,728,151,10002475,2017,Yedida
יהוד,9400,YEHUD,4,42,422,0,132,1,29689,29.7,29.2,,1948,160,,1893966002,40,411,10001516,2017,Yehud
יהל,1158,YAHEL,6,62,625,53,,1,206,0.2,0.2,,1976,330,15,2121044377,181,608,10001955,2017,Yahel
יובל,2009,YUVAL,2,21,211,55,,1,617,0.6,0.6,,1952,310,1,2561279464,268,253,10004591,2017,Yuval
יובלים,1226,YUVALLIM,2,24,241,56,241,1,1131,1.1,1.1,,1982,370,7,2256375376,190,205,10004513,2017,Yuvallim
יודפת,1112,YODEFAT,2,24,241,56,241,1,829,0.8,0.8,,1960,320,15,2257674912,429,205,10004513,2017,Yodefat
יונתן,4007,YONATAN,2,29,293,71,,1,668,0.7,0.7,,1976,320,2,2746276049,548,219,10004579,2017,Yonatan
יושיביה,803,YOSHIVYA,6,62,621,39,,1,608,0.6,0.6,,1950,310,2,1628759479,132,651,10001930,2017,Yoshivya
יזרעאל,452,YIZRE'EL,2,23,234,8,,1,568,0.6,0.5,,1948,330,15,2304071866,88,204,10000911,2017,Yizre'el 
יחיעם,409,YEHI'AM,2,24,243,4,,1,663,0.7,0.6,,1946,330,15,2209876686,365,201,10004302,2017,Yehi'am
יטבתה,866,YOTVATA,6,62,625,53,,1,667,0.7,0.6,,1951,330,15,2055542290,81,608,10001955,2017,Yotvata
"ייט""ב",3607,YITAV,7,75,,75,,1,327,0.3,0.3,,1970,320,15,2401765051,-106,712,10003262,2017,Yitav
יכיני,811,YAKHINI,6,61,614,37,,1,692,0.7,0.7,,1950,310,1,1619959912,129,651,10001829,2017,Yakhini
ים המלח - בתי מלון,1772, ,6,62,624,51,,,,,,,,520,,2345056749,,656,10001911,2017,
ינוב,753,YANUV,4,41,411,18,141,1,926,0.9,0.9,,1950,310,1,1954569033,46,412,15000060,2017,Yanuv
ינון,2011,YINNON,6,61,611,33,143,1,1127,1.1,1.1,,1952,310,1,1793762785,65,616,10001821,2017,Yinnon
יסוד המעלה,29,YESUD HAMA'ALA,2,21,211,99,,1,1697,1.7,1.7,,1883,350,,2566377358,95,259,10004540,2017,Yesud HaMa'ala
יסודות,440,YESODOT,4,44,441,31,143,1,882,0.9,0.9,,1948,320,8,1873863589,100,456,15002488,2017,Yesodot
יסעור,575,YAS'UR,2,24,246,4,241,1,839,0.8,0.8,,1949,330,15,2158575622,22,201,10004315,2017,Yas'ur
יעד,1138,YA'AD,2,24,241,56,241,1,709,0.7,0.7,,1975,310,1,2230775377,263,205,10004513,2017,Ya'ad
יעל,1117,YA'EL,2,23,234,8,,,,,,,,510,,2291971752,72,204,10000911,2017,Ya'el
יעף,1044,YE'AF,4,41,411,18,141,1,308,0.3,0.3,,1968,350,,1970268605,56,412,15000060,2017,Ye'af
יערה,795,YA'ARA,2,24,244,52,,1,742,0.6,0.6,,1950,310,1,2177877469,163,255,10004302,2017,Ya'ara
"יערות גבעת המורה מ""א 9",1863,,2,23,234,9,,,,,,,,530,,2404072680,,,,2017,
יפיע,499,YAFI,2,25,237,99,,2,18676,,,18.7,,270,,2261673223,294,257,10004426,2017,Yafi
יפית,3566,YAFIT,7,75,,75,,1,164,0.2,0.2,,1980,310,1,2449066340,-238,712,10003262,2017,Yafit
יפעת,134,YIF'AT,2,23,234,9,,1,1164,1.2,1.1,,1926,330,15,2212773145,128,254,10004411,2017,Yif'at
יפתח,453,YIFTAH,2,21,212,1,,1,520,0.5,0.5,,1948,330,15,2518578154,420,253,10004591,2017,Yiftah
יצהר,3749,YIZHAR,7,72,,72,,1,1553,1.6,1.6,,1983,370,11,2225767495,779,710,10003262,2017,Yizhar
