kod,teur,SemelYeshuv
172,אל - סבר,520
173,אל - עוליקה,520
174,אלביאדר,520
175,אלביארה,520
176,אלדהור,520
177,אלדורה,520
178,אלורוד,520
179,אלזיתון,520
180,אלחארה אלפוקא,520
181,אלחג'ה,520
182,אלטיון,520
183,אלמוכתאר,520
184,אלמעסרה,520
185,אלנבעה,520
186,אלספחה,520
187,אלעמאיר,520
188,אלרינה,520
189,אלשיך,520
190,אלשמאליה,520
191,אלתאנויה,520
192,בג'דאד,520
193,בדר,520
194,בטריק,520
195,ביילסאן,520
196,ביירות,520
197,ביסאן,520
198,בלאבל,520
199,בלאל,520
200,בלוט,520
201,בנו - הלאל,520
202,ג'אמע אלנור,520
203,ג'בל סיח',520
204,ג'ורי,520
205,ג'ובראן,520
206,ג'רג'יר,520
207,ג'ריר,520
208,גת חאפר,520
209,ד'י יזן,520
210,דאהר אל עומר,520
211,דום,520
212,דלבוז,520
213,דמשק,520
214,הליון,520
215,ואדי סאלם,520
216,ואדי סמעאן,520
217,זאן,520
218,זופה,520
219,זעתר,520
220,זרזור,520
221,ח'מיס,520
222,חטין,520
223,חיפה,520
224,יאסמין,520
225,כנארי,520
226,כרז,520
227,לובנאן,520
228,לוז,520
229,למון,520
230,מג'ידל,520
231,דרויש מחמוד,520
232,מיי זיאדה,520
233,מכה,520
234,מנדלינא,520
235,מנת'ור,520
236,מעלול,520
237,מרג' אבן עאמר,520
238,נענע,520
239,סאוסאן,520
240,סדר,520
241,סייד דרויש,520
242,סיידנא עומר,520
243,סיידנא עלי,520
244,סירין,520
245,סלאח אל דין,520
246,סנדיאן,520
247,סנונו,520
248,סעד - זג'לול,520
249,ספורייה,520
250,עבד - אלוהאב,520
251,עבד - אלנאסר,520
252,עבד אללה מוסטפא,520
253,עולם,520
254,עומר אלמח'תאר,520
255,עיון - ג'נאן,520
256,עין - דבאש,520
257,עין אלבידה,520
258,עכא,520
259,עמאן,520
260,טוקאן פדוא,520
261,פיירוז,520
262,פלסטין,520
263,כמון,520
264,כסתנא,520
265,קראסיה,520
266,קרבונה,520
267,כרואן,520
268,ראג'ב,520
269,ראס אלמנטאר,520
270,רומאן,520
271,ריחאן,520
272,שחרור,520
273,ת'ריא,520
274,תוניס,520
275,תות,520
276,תין,520
277,קורונפול,520
278,כרכדן,520
279,אלחור,520
280,אלברקוק,520
281,כנא,520
282,אלמהא,520
283,ענבר,520
284,אלרים,520
285,אל-חמאים,520
9000,משהד,520
101,האגוז,521
102,האגס,521
103,האפרסק,521
104,הגנים,521
105,הדקלים,521
107,השלום,521
108,השקד,521
109,התאנים,521
110,התפוח,521
111,המעיין,521
9000,עין נקובא,521
9000,ניין,523
9000,נאעורה,524
101,אלזנאר,525
102,אלטיון,525
103,דהר אלביאד,525
104,אלביאדר,525
105,מע'ארת עובה,525
106,אלברכה,525
107,מסרב אלחסאדין,525
108,אלכרם אלעמיק,525
109,אלקובה,525
110,דהר אלמגארה,525
111,אלטין,525
112,אלבאבור,525
113,אלעין,525
114,אלנקאר,525
115,ראס אלמרג',525
116,אלמקאבר,525
117,יוסף אלגריב,525
118,אלסהל,525
119,אלבלאטה,525
120,אבנאא יעקב,525
121,אלסרוה,525
122,אלחמרה,525
123,אלזיתון,525
124,אלחואכיר,525
125,אלח'לוה,525
126,אלס'חירה,525
127,ואדי חמיד,525
128,אלורדה,525
129,אלתנור,525
130,אלג'בל,525
131,אלנס'ב,525
133,אלג'רף,525
134,אלזיר,525
135,אל-לורי,525
138,אלג'מאל,525
139,אלמזבלה,525
140,אל-ח'לה,525
5012,אלעטאר,525
9000,סאג'ור,525
9000,סולם,526
9000,עוזייר,528
101,אלכנאאיס,530
102,אלסלאם,530
103,אלמחבה,530
104,אלמגלס,530
105,אלסחווה,530
106,אלנור,530
107,מואסי,530
108,אלנחל,530
109,אלבסאתין,530
110,אלראודאת,530
111,סלימאן זריק,530
112,אלהודא,530
113,אלמוטראן,530
114,אלרביע,530
115,אלכראמה,530
116,אלוחדה,530
117,אבן סינא,530
118,אלראזי,530
119,אבן ח'לדון,530
120,אלנאסרה,530
121,אלירמוק,530
122,אלקודס,530
123,חיפה,530
124,סידא,530
125,ביירות,530
126,בית לחם,530
127,אלפוראת,530
128,אלניל,530
129,אלשאם,530
130,לובנאן,530
131,ודיע אלסאפי,530
132,אלרחבאני,530
133,עבד אלוהאב,530
134,אום קולת'ום,530
135,אלזייתון,530
136,אליאסמין,530
137,אלנרג'ס,530
138,אלורוד,530
139,אלארז,530
140,אלסנדיאן,530
141,אלקנדול,530
142,אלנח'יל,530
143,אלמל,530
144,אלג'ליל,530
145,דרב אלעין,530
146,אלביאדר,530
148,אלרוס,530
149,אלבטוף,530
150,ואדי עטואת,530
151,אלג'בל,530
152,אלטבראני,530
153,אלמטל,530
154,אלחואקיר,530
155,אלמפרק,530
156,אלח'לה,530
157,אלואדי,530
158,חטין,530
159,אלעזוניה,530
160,אלכרמל,530
161,אלג'אדורי,530
162,אלמרג',530
163,חנא נקארה,530
164,תאופיק זיאד,530
165,עומר אבן אלח'טאב,530
166,אבו בקר,530
167,ענתרה,530
168,עלי אבן אבי טאלב,530
169,אלמינה,530
170,אלתג'דידה,530
171,אלתעאוון,530
172,אלג'וד,530
173,אלבשארה,530
174,אלמג'ד,530
175,אלענאב,530
176,אלקרמה,530
177,אבו הבר,530
178,פרג' סרור,530
179,פיירוז,530
180,מאר גריס,530
181,אלטור,530
182,ג'דודנא,530
200,אלח'ורי מורקוס,530
201,אברהים חוא,530
202,בלאל,530
203,אלזעתר,530
9000,עיילבון,530
101,אבן סינא,535
102,אבן רושד,535
103,אלאכטל,535
104,אלאנואר,535
105,אלבאבור,535
106,אלבוסתאן,535
107,אלביאד,535
108,אלביאדר,535
109,אלביארה,535
110,אלבירכה,535
111,אלג'חאליף,535
112,אלדרג'ה,535
113,אלוזה,535
114,אלזיתון,535
115,אלזקאק,535
116,אלח'רב,535
117,אלח'רוב,535
118,אליאסמין,535
119,אלכניסה,535
120,אלכרום,535
121,אלמידאן,535
122,אלמעסרה,535
123,אלמקלע,535
124,אלמראח,535
125,אלמרג',535
126,אלמרכז,535
127,אלנקארה,535
128,אלנרג'ס,535
129,אלסומאכה,535
130,אלסלעה,535
131,אלסמארה,535
132,אלסנאבל,535
133,אלעין,535
134,אלקלעה,535
135,אלרביע,535
136,אלרויסה,535
137,אלרומאן,535
138,אלריחאן,535
139,אלריף,535
140,אלשועלה,535
141,באב אלעורה,535
142,גובראן חליל גובראן,535
143,הקדושה תרזה,535
144,יוחנא פאולוס השני,535
145,יחיא בן עדי,535
146,פטריארך לחאם,535
147,מאר אליאס,535
148,סנונו,535
149,פאולוס השישי,535
150,תטראמה,535
9000,פסוטה,535
102,פקיעין המערבית,536
103,אלסלאם,536
104,אלברזה,536
105,אלבטמה,536
106,אלמל,536
107,אלשיכונאת,536
108,אלסנדיאן,536
109,אלקנדול,536
110,אלזערור,536
111,אבו גראד,536
112,אלעקבה,536
113,אלגחר,536
114,אלזיר,536
115,אלרומאן,536
116,בית אלשעב,536
117,אלהדא,536
118,אלמסררה,536
119,אלזיתון,536
120,אלנור,536
121,אלתות,536
122,אלמג'סל,536
123,אלתפאח,536
124,אלעראדין,536
125,עין אלבראניה,536
127,אלמחג'ר אלגרבי,536
128,אלרג'ב,536
129,אלאמל,536
130,אלביאדה,536
131,ואדי אלמרבאע,536
132,אלקסב,536
133,אלחסאד,536
134,אלמראח,536
135,אלברייה,536
136,אלתינה,536
137,ביר אלמתחנה,536
138,עג'רמה,536
139,אלמיס,536
140,אלח'רובה,536
141,אלח'לוה,536
142,אלנוורס,536
143,אלברג',536
144,אלופאא,536
145,כניס אליהוד,536
146,אלמטבלה,536
147,אלזהור,536
148,אלחקמה,536
149,אלמזחלוני,536
150,אלביאדר,536
151,לבוד אם נעימה,536
152,באב אלואדי,536
153,ארעיש אלענב,536
154,כרום אלשראקה,536
155,אלג'ורי,536
156,אלוורוד,536
157,אלמיאדין,536
158,אלליימון,536
159,אלחור,536
160,עין אלג'נאן,536
161,אלואדי,536
162,עין אלבסתאן,536
163,אלג'בל,536
164,כניסת אלקאתוליק,536
165,אלערזאן,536
166,אלמג'ד,536
167,אלמראבט,536
168,באב אלמרג',536
169,אלבלסם,536
171,אלסריס,536
172,אללוז,536
173,אלג'וז,536
174,אלתבג',536
175,אלקרונפול,536
176,אלזנבק,536
177,אלג'אר,536
178,אלסבאר,536
179,אלספסאף,536
180,אלנח'יל,536
181,סיידת אלג'ליל,536
182,אלריחאן,536
184,נאדי אלאחווה,536
185,אלהדהד,536
186,אלשברק,536
187,אלנרג'ס,536
188,מסטאח אלקטין,536
190,מלעב קורת אלקדם,536
191,אלאחאא,536
193,כלת עלם,536
194,אלבלאן,536
195,אלאסיל,536
196,כרם אלבדרא,536
197,אלסמאק,536
198,אלענאב,536
199,אלג'זאל,536
200,סירייה,536
201,ואחת אלג'ליל,536
202,באב אלזיתון,536
203,אלארז,536
204,אלסנאבל,536
205,כרם אלגואני,536
9000,פקיעין (בוקייעה),536
100,אל-ג'בל,538
101,א-דוואר,538
102,ג'בל א-שיח',538
103,אל-ח'זאן,538
104,חיפא,538
105,אל-מותנבי,538
106,א-זיתונה,538
107,איבן ח'לדון,538
108,איבן כת'יר,538
109,אל-וורוד,538
110,א-ראזי,538
111,א-זנבקה,538
113,איבן סינא,538
114,אל-ג'ליל,538
115,אל-עין,538
116,א-שאפיעי,538
117,אחמד איבן חנבל,538
118,אבו חניפה,538
119,מאלכ איבן אנס,538
120,אל-בוח'ארי,538
121,א-סינדיאנה,538
122,ח'אלד איבן אל-וליד,538
123,אל-מעס'רה,538
124,אל-ח'ואריזמי,538
125,א-סוק,538
126,אל-ביאדר,538
127,אל-ג'אמע,538
128,עומר אל-מוח'תאר,538
130,א-נאפורה,538
132,אל-כורום,538
133,אל-כניסה,538
134,בלקיס,538
135,אבו בקר א-ס'דיק,538
136,אל-ואד,538
137,אל-כראמה,538
138,א-זעתר,538
139,א-נבע,538
140,אל-פרדוס,538
141,א-רביע,538
142,ג'בל א-זוכאן,538
143,יענין,538
144,אל-חילזון,538
145,א-שאע'ור,538
146,אל-חנני,538
147,ח'לת אל-עואבנה,538
148,אל-מחג'ר,538
149,א-סלאם,538
150,א-דיסה,538
151,איעביב,538
152,מראח אל-ע'וזלאן,538
154,תאופיק זיאד,538
9000,שעב,538
9000,רומאנה,539
101,אדיגה,540
102,נארת,540
103,אלברוס,540
104,תימר,540
105,ריחאן,540
106,קובאן,540
107,וובך,540
108,קברדאי,540
109,נסה,540
110,וסה,540
111,סאוסרק'וה,540
112,פשנה,540
113,פסנה,540
114,נאספ,540
115,אבזאח,540
116,סינמיס,540
117,נאפ,540
118,נשאן,540
119,מאפה,540
120,ח'אן,540
121,דאנה,540
122,מאזה,540
123,נאלמס,540
124,נאלצ'יק,540
125,צייה,540
126,וזרמס,540
127,קאזבק,540
128,סתנאי,540
129,ברקוק,540
130,אסא,540
131,ביסלאני,540
132,אזה,540
133,פארז,540
134,שאפסר',540
135,מייה,540
136,לאבה,540
137,סיזה,540
9000,ריחאניה,540
100,חיידר,543
101,עין אלאסראר,543
102,אלמסיל,543
103,אלסועוד,543
104,אלמלעב,543
105,אלאסילה,543
106,אלסביל,543
107,אלשהד,543
108,אלשביבה,543
109,אלמידאן,543
110,אלורוד,543
111,אליאסמין,543
112,דיר אלאתין,543
113,כניסיה קתולית,543
114,אלנור,543
115,אלח'רוב,543
116,אלמחטה,543
117,אלזהור,543
118,אלנרג'ס,543
119,אלמאס,543
120,אלזקאק,543
121,אלמראח,543
122,אלסאפי,543
123,עין אלג'זירה,543
124,אלחנאן,543
125,אלמג'ארה,543
126,אלנח'יל,543
127,אלמיזאן,543
128,אלסנדיאן,543
129,אלסנובר,543
130,אלבסאתין,543
131,אלכרום,543
132,אלרוכאם,543
133,אלסואן,543
134,אלרומאן,543
135,אלמרג',543
136,אלנענע,543
137,אלמנטקה אלסנאעיה,543
138,אלואדי,543
139,אבן סינא,543
140,אלפארוק,543
141,אלאמל,543
142,אלמסג'ד,543
143,אלראביה,543
144,אלסלאם,543
145,אלביאן,543
146,אלג'ורי,543
147,אלבלאט,543
148,עין אלחודין,543
149,אלנבעה,543
150,אלסאקיה,543
151,אלמראם,543
152,אלסופסאף,543
153,אלחורה,543
154,אלארז,543
155,אלביידר,543
156,אלכותלה,543
157,אלקסטל,543
158,אלתקסים,543
159,אלמג'ד,543
160,אלמקאלי,543
161,אלקנאיאת,543
162,כניסת אלרום,543
163,אלמילאד,543
164,אלמג'לס,543
165,אלמסרה,543
166,אלתסאמח,543
167,אלנסר,543
168,אלח'זאן,543
169,אלפרח,543
170,אלבלד,543
171,אלנג'אר,543
172,אלחארה,543
173,אלדהב,543
174,אלקסר,543
175,אלבאבור,543
176,בית אלשעב,543
177,אלסובאט,543
178,אלתמר,543
179,אלחסון,543
180,אלריחאן,543
181,סולטאן באשא,543
182,אלח'לוה,543
183,אלאימאן,543
184,אלסעאדה,543
185,אלעדל,543
186,אלפורסאן,543
187,אלאסד,543
188,אלמפארק,543
189,אלנמר,543
190,נבע סעיד,543
191,אלריאד,543
192,באט אלמוג'ר,543
193,אלענדליב,543
194,אלנג'ום,543
195,אלחצן,543
196,אלבורג',543
197,אלנאורס,543
198,אלקלעה,543
199,אלמטל,543
200,רואבי,543
201,אלמנאר,543
202,אלנואר,543
203,בלסם,543
204,אלג'בל,543
205,אלכנאר,543
206,נאטור,543
207,קביסה,543
208,קרואן,543
209,בראעם,543
210,חכים,543
211,פאנוס,543
212,אלדורי,543
9000,ראמה,543
101,אל-עין,546
102,אל-ג'נוד,546
103,אל-אבנאא,546
104,רח 4,546
105,רח 5,546
106,אלח'לוה,546
107,רח 7,546
108,רח 8,546
109,אל-מוע'אר,546
111,רח 11,546
112,אל-ביאדר,546
113,אל-בוסתאן,546
114,רח 14,546
115,רח 15,546
116,רח 16,546
117,אל-זיתון,546
118,רח 18,546
120,אלכרום,546
122,עין ספוא,546
124,אלמג'דל,546
125,אל נבעה,546
127,ענאן,546
128,אל מטל,546
129,אל ורוד,546
130,ראס אל רבאע,546
131,אבו ג'לאל,546
132,אל עבדיה,546
134,עין אל חד'רה,546
136,אל מוסתקבל,546
137,מוראד,546
138,אל סולטאן,546
140,אל אח'וה,546
142,אל רומאן,546
143,אל דרג'ה,546
144,אל עקבה,546
145,אל ח'רובה,546
148,אל מקסבה,546
9000,עין אל-אסד,546
9000,טמרה (יזרעאל),547
101,סלאח א-דין,627
102,אל-ח'אן,627
103,רח 10,627
104,רח 87,627
105,רח 88,627
106,אל-עדל,627
107,רח 105,627
108,אבו בכר,627
109,א-תקווה,627
110,רח 112,627
111,אל-איתיחאד,627
112,א-שאפעי,627
113,אל-ארז,627
114,עומר אבן אל ח'טאב,627
115,א-רבאט,627
116,עומר אל מוח'תאר,627
117,אל-בירוני,627
118,אל-בוח'ארי,627
119,אל-אמל,627
120,א-ראזי,627
121,אל-זהראא,627
122,אבן רושד,627
123,עלי אבן אבי טאלב,627
125,א-נופליה,627
126,ח'אלד אבן אל-ווליד,627
127,אל-אח'לאס,627
128,א-רחמה,627
129,אבו עבידה אלג'ראח,627
130,א-סלאם,627
131,ע'תמאן אבן עפאן,627
132,אל-אנדלוס,627
133,אל-אימאן,627
134,אל קודס,627
135,אבן אל-הית'ם,627
136,ביירות,627
137,אל-וחדה,627
138,דמשק,627
139,אבן חלדון,627
140,א-רוודה,627
141,בגדד,627
142,ראס א-טביב,627
143,רח 110,627
144,מכה,627
145,כפר סבא,627
146,א-נור,627
147,טריק חבלה,627
148,אל חיכמה,627
149,אל-הודא,627
150,אל-אחא,627
151,ח'ריש,627
152,חטין,627
153,יאפא,627
154,עכא,627
155,אל-קדאסיה,627
156,עין ג'אלות,627
157,אל-ופאא,627
158,אל-ופאק,627
159,ביסאן,627
160,אל כרמל,627
161,מווילח,627
162,שמס א-דין,627
163,אל-ג'ליל,627
164,טבריה,627
165,א-שאם,627
166,ר'זה,627
167,אל איסראא,627
168,ס'פד,627
169,אל-ג'יזאיר,627
170,אל מעראג',627
171,א-סנובר,627
172,א-רומאנה,627
173,אל-וורוד,627
174,א-ריחאן,627
175,א-זיתונה,627
176,א-סנאבל,627
177,אל-ביארה,627
178,א-נח'יל,627
179,שקאיק א-נעמאן,627
180,אל כראמה,627
181,אל-יסמין,627
182,א-נרג'ס,627
183,אל-זאקור,627
184,אל-חנסאא,627
185,א-תל,627
186,ואדי קאנא,627
187,תוניס,627
9000,ג'לג'וליה,627
101,אבן רושד,633
102,צלאח אלדין,633
103,אלרחמה,633
104,אבן ח'לדון,633
105,אלבוסתאן,633
106,אלזיתון,633
107,חיפה,633
108,יפו,633
109,עכו,633
110,אלסלאם,633
111,אבו עובדיה,633
112,אלזהרא,633
113,אלנור,633
114,אלג'זאלי,633
115,אלרוודה,633
116,חטין,633
117,אלקובה,633
118,מכה,633
119,אלראזי,633
120,אבן סינא,633
121,אלוואדי,633
122,אלחרם,633
124,אלמדינה,633
125,אלקודס,633
126,אלאקסא,633
127,אלביאן,633
128,אלהודא,633
129,אלוויאם,633
130,אלירמוק,633
131,אלמנארה,633
132,אלרבאט,633
133,אלשאם,633
134,בגדאד,633
135,בדר,633
136,עומר אלמוכתאר,633
137,אלבוראק,633
138,אלפוראת,633
139,דג'לה,633
140,בילאל בן רבאח,633
9000,כפר ברא,633
101,אלקודס,635
102,אלסדיק,635
103,אלחרם,635
104,אלקינא,635
105,אלזיתון,635
106,אלארז,635
107,אליאסמין,635
108,אלבוכארי,635
109,אלראזי,635
110,אלכרם,635
111,אלאכלאס,635
112,בן סינא,635
113,אלרוודה,635
114,אלכרמל,635
115,ביסאן,635
116,אלאזהר,635
117,אלרחמה,635
118,אלפארוק,635
119,טיבה,635
120,אלופא,635
121,אלספא,635
122,אלמרווה,635
123,אלקוותר,635
124,אלריחאן,635
125,אלאנסאר,635
126,אלפנאר,635
127,אלאנואר,635
128,אלביאדר,635
129,אלירמוק,635
130,זמזם,635
131,אלסבראת,635
132,אלמידאן,635
133,אלפרדוס,635
134,אלתקוא,635
135,אלפוראת,635
136,אלאבראר,635
137,אלגולאן,635
138,אלריאן,635
139,אלאבראג,635
140,אלרבאט,635
141,אלעדל,635
142,מרים,635
143,אלמסנאוי,635
144,אלעין,635
145,אלחק,635
146,אלאנדלוס,635
147,אלבוסתאן,635
148,אלח'ליל,635
149,אלשאפעי,635
150,אלמגד,635
151,אלסלאם,635
152,אלמחבה,635
153,אלשאם,635
154,נוורס,635
155,יאפא,635
156,אלמדינה,635
157,אלנור,635
158,חטין,635
159,קיבאא,635
160,אלקואס,635
161,אלנח'יל,635
162,אלזהור,635
163,אלרביע,635
164,אלמטאר,635
165,אלקרום,635
166,אלביר,635
9000,מוקייבלה,635
101,עומר בן אלח'טאב,636
102,סלאח אלדין,636
103,מרג' אבן עאמר,636
104,אלביאדר,636
105,אבו בכר אלסדיק,636
106,מוחמד אלפאתח,636
107,בן אלהייתם,636
108,בן סינא,636
109,אלמועתסם,636
110,ג'אבר בן חייאן,636
111,אלסולטאני,636
112,אלקדס,636
113,אלמוהג'ריין,636
114,אלאנסר,636
115,אלמזאר,636
116,בלאל בן רבאח,636
117,וערת אלתינה,636
9000,צנדלה,636
9000,מייסר,649
101,אל נח'יל,652
102,אל קודס,652
103,עומר אבן אלחטאב,652
104,אל זייתון,652
105,אל מרכז,652
106,אל בסאתין,652
107,אבו בכר אלסדיק,652
108,אל נרג'ס,652
109,אל רמאן,652
110,אל זעתר,652
111,אל זהראא,652
112,טיבה,652
113,אל פרדוס,652
114,אל סלאם,652
115,אל יאסמין,652
116,אל בוח'ארי,652
117,אל הודא,652
118,אלבלוט,652
119,אל ואדי,652
120,אל ח'רוב,652
121,אל מוח'תאר,652
122,אל מנארה,652
9000,אבטין,652
101,אל-סלאם,658
102,אל-הלאל,658
103,שייח דאוד,658
104,אל-תין,658
105,אל-מסג'ד אלג'דיד,658
106,אל-ח'רבה,658
107,אל-מידאן,658
108,אל-מעאסר,658
109,אל-ביאדר,658
110,אל-רחמה,658
111,אל-מסג'ד,658
112,אל-ביאדה,658
113,אל-ביר,658
114,אל-רבאט,658
115,אל-סלאלם,658
116,אל-ריאדה,658
117,אל-מטלה,658
118,אל-זיתון,658
119,אל-רודאת,658
120,אל-ח'זאן,658
121,אל-נור,658
9000,שייח' דנון,658
101,שבלי,913
102,אום אל-גנם,913
103,אלטור,913
104,עין אלתינה,913
105,אלטבקה,913
106,אלמג'ארה,913
107,אלמדראג',913
108,ח'לת אלנסור,913
109,אלחארה,913
110,אלמדרסה,913
111,אלחאווז,913
112,אלרואג'יח,913
113,מקאם אמנה,913
114,אלמזאר,913
115,באבור אלעת'מאן,913
116,אלד'הרה,913
117,אלקסאטל,913
118,אלבטין,913
119,ד'ראע איוב,913
120,אבו מדוור,913
121,אלביאדר,913
122,אלסנדיאן,913
123,אלרינה,913
124,אלזהרא,913
125,אללוז,913
126,אלברכה,913
127,קסטה,913
128,אלפרדוס,913
129,אלוסטאני,913
130,אלמידאן,913
131,אלג'אמע,913
132,עין אלטביל,913
133,אלרמאן,913
134,אום בוטמה,913
135,אלזור,913
136,עין אלזעטוטה,913
137,אלוסעה,913
138,אלד'יאבי,913
139,אלמת'לת',913
140,אלתון,913
141,אלרביד'את,913
142,אלקסברה,913
143,אלמדנג'את,913
144,עלואן,913
145,ביר אלשרקה,913
146,אלדבאצ'ה,913
147,אלע'אבה,913
148,אלפרש,913
149,אלסוואנייה,913
150,אום ג'בל,913
151,חואסה,913
152,אלמג'יר,913
153,סוק אלח'אן,913
154,אלמצאיה,913
155,ג'ורת אלג'זלאן,913
156,סרטבה,913
157,אלח'רוב,913
158,אלשתול,913
159,אלבלוט,913
160,אלאנואר,913
161,אלסריס,913
162,אלח'לה,913
163,אלבלאטה,913
164,מקאם עאסי,913
165,אלמחאג'ר,913
166,אלעיאדה,913
167,אלדום,913
168,ביר אללוזה,913
169,אלעבהר,913
170,ואדי אלמשתא,913
171,אלמטבאת,913
173,עין מקלד,913
174,עין אלקסיב,913
175,אלזיתון,913
176,אלגרז,913
177,אלצנובר,913
178,אלשראר,913
179,ח'לת אלפול,913
182,סביתה,913
9000,שבלי - אום אל-גנם,913
9000,סואעד (חמרייה),942
101,משאיח סעדיה,944
102,אלבסאתין,944
103,אלרומאן,944
104,אלנרג'ס,944
105,אלזהור,944
106,אלזיתון,944
107,אלג'בל,944
108,היסמין,944
109,אלכרום,944
110,חלף,944
111,אלתין,944
112,אלנח'יל,944
113,בית סומא,944
114,אלביאדר,944
115,אלפולאת,944
116,אל אמל,944
117,אל ואדי,944
118,ח'ואלד,944
119,אלביאן,944
120,אלנזאז,944
121,אלרנד,944
122,אלג'אר,944
123,ח'רבה,944
124,אבו בכר אלצדיק,944
125,עומר בן אלח'טאב,944
126,מועד בן ג'בל,944
127,עלי בן אבי טאלב,944
128,מחמוד אלשיך,944
129,אלשיח' נימר,944
130,רחיים,944
131,אלסנדיאן,944
132,איבן סינא,944
133,אלבוסתאן,944
134,ראס אלואדי,944
135,אלנהדה,944
136,אלרביע,944
137,ח'אלד בן אלואליד,944
138,דרך יצחק רבין,944
139,אלבחר,944
140,אלכרמה,944
201,זובידאת,944
9000,בסמת טבעון,944
102,אלנור,962
104,אלחסיד,962
105,אלריחאנה,962
106,אלהודא,962
107,אלאמל,962
108,אלאנדלוס,962
109,חמזה,962
110,ח'אלד בן אלוליד,962
111,אלנוורס,962
112,אלביאדר,962
113,אבן ח'לדון,962
114,אלזייתון,962
115,אלסלאם,962
116,אלשייך,962
117,אלקודס,962
118,אבן סינא,962
119,בניאס,962
120,אלכרום,962
121,אלח'טאב,962
122,אבו בקר אלסדיק,962
123,אלשאם,962
124,אלג'ולאן,962
125,סלאח אלדין,962
126,אלאקסא,962
127,מכה,962
128,עות'מאן,962
129,אלג'ליל,962
130,בילאל,962
131,מורג'אן,962
132,אלרשיד,962
133,אלחולה,962
134,עומר אלמוכתאר,962
135,אלרחמה,962
136,אלאסיל,962
137,אלמג'ד,962
138,אלפארוק,962
139,עין טובא,962
140,אלזוהור,962
141,אלוורוד,962
142,אלח'ליל,962
143,אלספא,962
144,יגאל אלון,962
145,אלהייב,962
146,חאתם אלטאאי,962
147,אלמנארה,962
148,אלנרג'ס,962
149,אל-נח'ל,962
150,אלגוזלאן,962
151,אל-רביע,962
152,אל-רומאן,962
153,אלסנדיאן,962
154,אלמותנבי,962
155,אל-ח'נסאא,962
156,נהר אלאורדן,962
157,אלח'רוב,962
158,אלעין,962
159,ג'בראן ח'ליל ג'בראן,962
160,אלשאפעי,962
9000,טובא-זנגריה,962
101,היב אבו סיאח,975
102,מזאריב,975
103,גריפאת,975
104,ג'ואמיס,975
105,גזאלין,975
106,עיאדאת,975
107,אלסלאם,975
109,ערב אלמזאריב,975
110,אלוערה,975
111,אלנואר,975
112,אלזופה,975
113,אלזעתר,975
114,אלרואד,975
115,אלהד'בה,975
116,אלסרו,975
117,מאריה אלקבטיה,975
118,אלתות,975
119,לוגיין,975
120,אלעאלי,975
121,אלג'ליל,975
122,מרג' בן עאמר,975
123,יפעאת,975
124,אלחרמון,975
125,אלטור,975
126,סינאא,975
127,אלנקב,975
129,אלאמראא,975
130,אלמולוק,975
131,אלנימר,975
132,אלאסוד,975
133,אלראביה,975
134,אלג'נאת,975
135,זמזם,975
136,אלח'יראת,975
137,אלמדינה,975
138,בדר,975
139,בילאל בן רבאח,975
140,אלאופוק,975
141,ג'נא,975
142,סהארה,975
143,ד'יאא,975
144,אלח'ד'ראא,975
145,אלבידאא,975
146,ריאן,975
148,הגיפן,975
149,אלאנואר,975
150,אלנאסרה,975
151,בית לחם,975
152,עאתכה,975
153,עמאר בן יאסר,975
154,סעד בן וקאס,975
155,אלערב,975
156,אלמרג' אלאח'ד'ר,975
157,אלעז,975
158,אלקעקאע בן עמר,975
159,דימה,975
160,אלשאטאא,975
161,חיפה,975
162,אלזוהרה,975
163,קוביס,975
164,אלפיחאא,975
165,אלבסאטין,975
166,עין גדי,975
167,יערה,975
168,סעסע,975
169,אלכנסת,975
170,משה דיין,975
171,סאריה,975
172,אלנועמאן,975
173,אלאא,975
174,טבעון,975
175,אלנסמאת,975
176,אלירקון,975
177,המוסך,975
178,עומר בן אלח'טאב,975
179,בר לב,975
180,תימאא,975
181,לימאן,975
182,עתלית,975
183,זהרת אלמדאאן,975
184,עלי בן אבי טאלב,975
185,אלבואדי,975
186,אטלס,975
187,אלמנארה,975
188,אלסאהרה,975
190,דאפר,975
191,יגאל אלון,975
192,כנאנה,975
193,אלע'דיר,975
194,יפא,975
195,אלע'ד'נפר,975
196,חפסה,975
197,אלנדים,975
198,זאיד,975
199,סדים,975
200,אלניזק,975
201,ניסאן,975
202,האג'ר,975
203,סארה,975
204,יוסף אלסדיק,975
205,אסיא,975
206,אלאנדלוס,975
207,אלסנדיאן,975
208,אבן אלהית'ם,975
209,אלסוקור,975
210,אלשאם,975
211,לובנאן,975
212,בירות,975
213,אלסריס,975
214,אשדוד,975
215,אלנביא סאלח,975
216,אנס בן מאלק,975
217,אלעקיק,975
218,אלמלול,975
219,אלכרום,975
220,האבאנה,975
221,אלספוריה,975
222,אלקירואן,975
223,קות'באן,975
224,מוטה גור,975
226,אלואדי,975
227,אלרד'ואן,975
228,אלמות'נא,975
229,סלים אלת'אני,975
230,אלעליק,975
231,אלאחנף בן קייס,975
232,אלבטום,975
233,אלאמין,975
234,נג'ד,975
235,סעיד בן זייד,975
236,ואאל,975
237,אבו בכר אלסדיק,975
238,אלזהראא,975
239,חדיג'ה בנת ח'וילד,975
240,אלעיין,975
241,אלאסתקלאל,975
242,זהראן,975
243,מוסלים,975
